"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","500~999인",5,3524,0,0,3524,0,6,4148,0,0,4148,0,5,3621,0,0,3613,8,6,4328,0,0,4327,1,9,5912,0,0,5897,15
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","1000인이상",9,13565,0,0,13463,102,8,12655,0,0,12502,153,8,13473,0,0,13312,161,8,13408,0,0,13100,308,8,13582,0,0,13476,106
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","전규모",-,54583,58,41,53748,736,-,55534,46,60,54912,516,-,55546,52,93,54564,837,-,54891,31,72,54214,574,-,56147,29,37,55725,356
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","1~4인",-,1602,38,20,1468,76,-,1404,28,22,1300,54,-,1280,36,27,1149,68,-,1385,16,18,1313,38,-,1340,11,8,1313,8
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","5~9인",-,1591,9,6,1543,33,-,1620,6,21,1541,52,-,1590,4,18,1533,35,-,1594,4,16,1542,32,-,1330,2,4,1302,22
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","10~29인",-,2879,6,1,2791,81,-,3211,8,14,3105,84,-,2637,10,11,2509,107,-,2783,7,23,2693,60,-,2639,10,12,2580,37
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","30~49인",-,4727,3,4,4667,53,-,4589,3,2,4539,45,-,4485,1,5,4417,62,-,4326,2,9,4254,61,-,4569,2,8,4517,42
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","50~99인",-,9792,2,10,9651,129,-,10857,1,1,10777,78,-,10961,1,32,10782,146,-,11152,2,2,11047,101,-,11566,3,4,11462,97
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","100~199인",-,6630,0,0,6593,37,-,6775,0,0,6745,30,-,6420,0,0,6228,192,-,6435,0,3,6413,19,-,7068,1,0,7030,37
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","200~299인",-,6031,0,0,5785,246,-,5773,0,0,5703,70,-,6143,0,0,6091,52,-,7223,0,1,7180,42,-,6968,0,1,6941,26
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","300~499인",-,6655,0,0,6635,20,-,6901,0,0,6888,13,-,7397,0,0,7307,90,-,5742,0,0,5695,47,-,4751,0,0,4735,16
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","500~999인",-,3048,0,0,3048,0,-,3518,0,0,3518,0,-,3180,0,0,3173,7,-,3038,0,0,3037,1,-,4717,0,0,4707,10
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","남자","1000인이상",-,11628,0,0,11567,61,-,10886,0,0,10796,90,-,11453,0,0,11375,78,-,11213,0,0,11040,173,-,11199,0,0,11138,61
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","전규모",-,10267,23,63,9869,312,-,10691,16,51,10452,172,-,11117,21,26,10685,385,-,12404,19,32,12018,335,-,12600,17,48,12342,193
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","1~4인",-,367,18,10,334,5,-,378,13,9,342,14,-,368,17,10,321,20,-,407,15,3,372,17,-,292,14,2,263,13
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","5~9인",-,175,4,8,149,14,-,127,2,3,115,7,-,121,1,2,110,8,-,176,2,0,170,4,-,210,1,0,206,3
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","10~29인",-,482,0,4,446,32,-,534,0,1,517,16,-,504,1,2,477,24,-,508,0,1,474,33,-,528,0,1,516,11
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","30~49인",-,1180,0,17,1141,22,-,1188,0,20,1145,23,-,1195,0,1,1169,25,-,1151,0,25,1094,32,-,1135,0,41,1060,34
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","50~99인",-,2249,1,24,2141,83,-,2470,1,18,2429,22,-,2609,2,11,2482,114,-,2720,2,3,2659,56,-,3024,2,4,2987,31
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","100~199인",-,895,0,0,881,14,-,974,0,0,962,12,-,953,0,0,922,31,-,973,0,0,968,5,-,1089,0,0,1059,30
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","200~299인",-,1157,0,0,1109,48,-,1074,0,0,1067,7,-,1165,0,0,1134,31,-,1370,0,0,1338,32,-,1287,0,0,1272,15
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","300~499인",-,1349,0,0,1296,53,-,1547,0,0,1539,8,-,1741,0,0,1693,48,-,1614,0,0,1593,21,-,1457,0,0,1451,6
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","500~999인",-,476,0,0,476,0,-,630,0,0,630,0,-,441,0,0,440,1,-,1290,0,0,1290,0,-,1195,0,0,1190,5
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","여자","1000인이상",-,1937,0,0,1896,41,-,1769,0,0,1706,63,-,2020,0,0,1937,83,-,2195,0,0,2060,135,-,2383,0,0,2338,45
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","전규모",7282,92508,1855,512,85867,4274,7652,95515,1886,611,88636,4382,7647,96373,1837,600,88628,5308,8772,106978,2060,873,98303,5742,9212,109293,2064,774,101385,5070
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","1~4인",2880,7866,1161,160,5965,580,3131,8377,1199,132,6501,545,3187,8345,1151,186,6396,612,3913,10227,1334,168,8018,707,4263,11049,1313,186,8807,743
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","5~9인",1934,12670,530,99,11375,666,1894,12351,516,117,11043,675,1921,12612,531,117,11095,869,2080,13713,548,103,12434,628,2074,13759,552,100,12463,644
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","10~29인",1719,28397,152,164,26946,1135,1839,30325,152,196,28733,1244,1763,29629,140,163,27887,1439,1921,31937,162,340,30232,1203,1970,32790,181,300,31081,1228
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","30~49인",472,17862,7,89,17153,613,502,19065,8,143,18262,652,460,17570,10,131,16594,835,515,19624,11,151,18624,838,558,21367,14,30,20561,762
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","50~99인",220,14397,5,0,13791,601,232,15623,10,23,14901,689,250,16528,5,0,15849,674,268,17871,5,94,17055,717,282,18627,4,158,17641,824
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","100~199인",43,5576,0,0,5407,169,40,5306,1,0,4853,452,51,6356,0,3,5993,360,59,7744,0,17,7013,714,52,6796,0,0,6451,345
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","200~299인",10,2307,0,0,1860,447,11,2467,0,0,2354,113,12,2817,0,0,2352,465,11,2422,0,0,2360,62,10,2288,0,0,2261,27
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","300~499인",2,765,0,0,760,5,2,765,0,0,760,5,2,857,0,0,846,11,4,1535,0,0,1271,264,2,805,0,0,766,39
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","500~999인",0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","1000인이상",2,2668,0,0,2610,58,1,1236,0,0,1229,7,1,1659,0,0,1616,43,1,1905,0,0,1296,609,1,1812,0,0,1354,458
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","전규모",-,77639,1395,390,72509,3345,-,80699,1433,472,75159,3635,-,81187,1399,466,75018,4304,-,90154,1547,707,83132,4768,-,91645,1513,643,85602,3887
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","1~4인",-,6143,853,103,4690,497,-,6547,907,79,5099,462,-,6456,856,134,4955,511,-,7822,994,104,6140,584,-,8504,959,125,6803,617
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","5~9인",-,10131,407,70,9110,544,-,9871,393,85,8826,567,-,10098,422,96,8832,748,-,10778,413,72,9764,529,-,10834,398,76,9824,536
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","10~29인",-,24008,125,149,22806,928,-,25581,118,188,24225,1050,-,24888,109,129,23436,1214,-,26947,128,316,25455,1048,-,27378,141,275,26020,942
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","30~49인",-,15725,5,68,15152,500,-,16846,5,118,16146,577,-,15349,7,107,14564,671,-,17262,7,112,16423,720,-,18815,11,9,18127,668
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","50~99인",-,12299,5,0,11868,426,-,13545,10,2,12984,549,-,14321,5,0,13787,529,-,15773,5,87,15060,621,-,16382,4,158,15503,717
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","100~199인",-,4772,0,0,4685,87,-,4553,0,0,4223,330,-,5390,0,0,5200,190,-,6564,0,16,6005,543,-,5753,0,0,5575,178
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","200~299인",-,1976,0,0,1650,326,-,2125,0,0,2032,93,-,2600,0,0,2182,418,-,2229,0,0,2191,38,-,2077,0,0,2059,18
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","300~499인",-,658,0,0,655,3,-,680,0,0,677,3,-,753,0,0,753,0,-,1363,0,0,1112,251,-,712,0,0,674,38
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","500~999인",-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","남자","1000인이상",-,1927,0,0,1893,34,-,951,0,0,947,4,-,1332,0,0,1309,23,-,1416,0,0,982,434,-,1190,0,0,1017,173
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","전규모",-,14869,460,122,13358,929,-,14816,453,139,13477,747,-,15186,438,134,13610,1004,-,16824,513,166,15171,974,-,17648,551,131,15783,1183
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","1~4인",-,1723,308,57,1275,83,-,1830,292,53,1402,83,-,1889,295,52,1441,101,-,2405,340,64,1878,123,-,2545,354,61,2004,126
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","5~9인",-,2539,123,29,2265,122,-,2480,123,32,2217,108,-,2514,109,21,2263,121,-,2935,135,31,2670,99,-,2925,154,24,2639,108
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","10~29인",-,4389,27,15,4140,207,-,4744,34,8,4508,194,-,4741,31,34,4451,225,-,4990,34,24,4777,155,-,5412,40,25,5061,286
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","30~49인",-,2137,2,21,2001,113,-,2219,3,25,2116,75,-,2221,3,24,2030,164,-,2362,4,39,2201,118,-,2552,3,21,2434,94
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","50~99인",-,2098,0,0,1923,175,-,2078,0,21,1917,140,-,2207,0,0,2062,145,-,2098,0,7,1995,96,-,2245,0,0,2138,107
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","100~199인",-,804,0,0,722,82,-,753,1,0,630,122,-,966,0,3,793,170,-,1180,0,1,1008,171,-,1043,0,0,876,167
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","200~299인",-,331,0,0,210,121,-,342,0,0,322,20,-,217,0,0,170,47,-,193,0,0,169,24,-,211,0,0,202,9
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","300~499인",-,107,0,0,105,2,-,85,0,0,83,2,-,104,0,0,93,11,-,172,0,0,159,13,-,93,0,0,92,1
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","500~999인",-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","여자","1000인이상",-,741,0,0,717,24,-,285,0,0,282,3,-,327,0,0,307,20,-,489,0,0,314,175,-,622,0,0,337,285
"F.건설업(41~42)","계","전규모",114612,1444275,46205,65266,664398,668406,120110,1471574,50743,66786,667217,686828,100511,1362099,25977,39698,669430,626994,118480,1474513,27117,33042,774965,639389,126038,1493648,29349,30924,801695,631680
"F.건설업(41~42)","계","1~4인",49923,144652,32224,8582,55251,48595,47715,136089,30891,7183,49397,48618,47372,125333,19183,2923,73824,29403,56212,152702,20545,2493,104916,24748,65538,174890,22585,2667,122055,27583
"F.건설업(41~42)","계","5~9인",33414,219482,10506,4500,132959,71517,40653,267429,16665,6232,133712,110820,28682,186752,5190,2215,137559,41788,34292,221717,5145,1603,173908,41061,32813,213654,5412,1438,170210,36594
"F.건설업(41~42)","계","10~29인",24640,374166,3171,7396,222839,140760,25232,381379,2989,6975,231642,139773,17654,275930,1386,2411,189671,82462,20854,325222,1299,3306,227424,93193,20530,323365,1241,2576,228207,91341
"F.건설업(41~42)","계","30~49인",3187,118515,217,3662,59103,55533,3129,115736,110,3568,61862,50196,3014,113423,123,1054,61198,51048,3408,127152,79,1750,68706,56617,3413,127177,65,1769,70613,54730
"F.건설업(41~42)","계","50~99인",1868,123985,57,5780,52005,66143,1848,124122,53,5629,55697,62743,2121,143903,68,3417,60999,79419,2109,141943,33,2725,63908,75277,2084,139541,34,2581,62676,74250
"F.건설업(41~42)","계","100~199인",904,122298,25,11245,40895,70133,859,116442,26,11206,41047,64163,931,126222,18,7485,41052,77667,898,121078,12,4924,41127,75015,935,124823,11,4902,44183,75727
"F.건설업(41~42)","계","200~299인",303,72491,3,6909,17232,48347,306,72723,7,7003,20441,45272,313,74949,4,5882,19574,49489,293,69482,3,5364,15000,49115,310,74503,1,5380,19732,49390
"F.건설업(41~42)","계","300~499인",207,76046,2,11419,13705,50920,198,71732,2,11212,12696,47822,209,77345,4,8578,13633,55130,221,82646,1,7077,15251,60317,221,82005,0,5601,17318,59086
"F.건설업(41~42)","계","500~999인",107,72733,0,5773,17318,49642,113,76081,0,7778,16788,51515,136,92447,1,5617,14480,72349,121,85858,0,3800,17426,64632,121,83053,0,3890,14612,64551
"F.건설업(41~42)","계","1000인이상",59,119907,0,0,53091,66816,57,109841,0,0,43935,65906,79,145795,0,116,57440,88239,72,146713,0,0,47299,99414,73,150637,0,120,52089,98428
"F.건설업(41~42)","남자","전규모",-,1244153,37598,57211,546576,602768,-,1266046,40847,58021,548926,618252,-,1169760,20370,36019,547726,565645,-,1258283,20571,29463,628428,579821,-,1271291,21998,27370,647909,574014
"F.건설업(41~42)","남자","1~4인",-,116938,26694,4252,42716,43276,-,110254,25668,3470,38117,42999,-,97295,15238,1897,55197,24963,-,117743,15759,1537,78375,22072,-,136381,17044,1674,93179,24484
"F.건설업(41~42)","남자","5~9인",-,176307,8072,3285,103696,61254,-,214558,12663,3942,104173,93780,-,148609,3860,1714,106367,36668,-,175953,3722,1189,134013,37029,-,167456,3899,1074,129338,33145
"F.건설업(41~42)","남자","10~29인",-,317002,2560,6833,181353,126256,-,323498,2348,6508,188159,126483,-,231816,1093,2167,153921,74635,-,274579,988,2989,184646,85956,-,272876,966,2358,185115,84437
"F.건설업(41~42)","남자","30~49인",-,104554,196,3499,50082,50777,-,102418,91,3431,52376,46520,-,99181,109,1007,51745,46320,-,111769,62,1681,57745,52281,-,111495,53,1624,59306,50512
"F.건설업(41~42)","남자","50~99인",-,110171,49,5476,44315,60331,-,110916,43,5223,47816,57834,-,127626,49,3139,52525,71913,-,126093,26,2485,54566,69016,-,123493,27,2422,53405,67639
"F.건설업(41~42)","남자","100~199인",-,110561,24,10857,35959,63721,-,104019,25,10763,35358,57873,-,112708,14,7202,35476,70016,-,108301,10,4539,35395,68357,-,111163,8,4681,37826,68648
"F.건설업(41~42)","남자","200~299인",-,64216,1,6513,14813,42889,-,65143,7,6747,17875,40514,-,67305,3,5575,16940,44787,-,61884,3,4989,12941,43951,-,66789,1,5011,16711,45066
"F.건설업(41~42)","남자","300~499인",-,69406,2,10981,11610,46813,-,65488,2,10621,11170,43695,-,69367,3,8129,11775,49460,-,74134,1,6610,13356,54167,-,72368,0,5250,14789,52329
"F.건설업(41~42)","남자","500~999인",-,66323,0,5515,15232,45576,-,69736,0,7316,14842,47578,-,83948,1,5076,12710,66161,-,78045,0,3444,15208,59393,-,74883,0,3160,12966,58757
"F.건설업(41~42)","남자","1000인이상",-,108675,0,0,46800,61875,-,100016,0,0,39040,60976,-,131905,0,113,51070,80722,-,129782,0,0,42183,87599,-,134387,0,116,45274,88997
"F.건설업(41~42)","여자","전규모",-,200122,8607,8055,117822,65638,-,205528,9896,8765,118291,68576,-,192339,5607,3679,121704,61349,-,216230,6546,3579,146537,59568,-,222357,7351,3554,153786,57666
"F.건설업(41~42)","여자","1~4인",-,27714,5530,4330,12535,5319,-,25835,5223,3713,11280,5619,-,28038,3945,1026,18627,4440,-,34959,4786,956,26541,2676,-,38509,5541,993,28876,3099
"F.건설업(41~42)","여자","5~9인",-,43175,2434,1215,29263,10263,-,52871,4002,2290,29539,17040,-,38143,1330,501,31192,5120,-,45764,1423,414,39895,4032,-,46198,1513,364,40872,3449
"F.건설업(41~42)","여자","10~29인",-,57164,611,563,41486,14504,-,57881,641,467,43483,13290,-,44114,293,244,35750,7827,-,50643,311,317,42778,7237,-,50489,275,218,43092,6904
"F.건설업(41~42)","여자","30~49인",-,13961,21,163,9021,4756,-,13318,19,137,9486,3676,-,14242,14,47,9453,4728,-,15383,17,69,10961,4336,-,15682,12,145,11307,4218
"F.건설업(41~42)","여자","50~99인",-,13814,8,304,7690,5812,-,13206,10,406,7881,4909,-,16277,19,278,8474,7506,-,15850,7,240,9342,6261,-,16048,7,159,9271,6611
"F.건설업(41~42)","여자","100~199인",-,11737,1,388,4936,6412,-,12423,1,443,5689,6290,-,13514,4,283,5576,7651,-,12777,2,385,5732,6658,-,13660,3,221,6357,7079
"F.건설업(41~42)","여자","200~299인",-,8275,2,396,2419,5458,-,7580,0,256,2566,4758,-,7644,1,307,2634,4702,-,7598,0,375,2059,5164,-,7714,0,369,3021,4324
"F.건설업(41~42)","여자","300~499인",-,6640,0,438,2095,4107,-,6244,0,591,1526,4127,-,7978,1,449,1858,5670,-,8512,0,467,1895,6150,-,9637,0,351,2529,6757
"F.건설업(41~42)","여자","500~999인",-,6410,0,258,2086,4066,-,6345,0,462,1946,3937,-,8499,0,541,1770,6188,-,7813,0,356,2218,5239,-,8170,0,730,1646,5794
"F.건설업(41~42)","여자","1000인이상",-,11232,0,0,6291,4941,-,9825,0,0,4895,4930,-,13890,0,3,6370,7517,-,16931,0,0,5116,11815,-,16250,0,4,6815,9431
"G.도매 및 소매업(45~47)","계","전규모",466091,2513491,290652,212700,1666337,343802,492672,2601165,308857,250125,1678307,363876,426859,2207094,230868,107728,1546820,321678,449053,2354202,239006,104757,1752337,258102,455953,2367559,247672,106015,1733195,280677
"G.도매 및 소매업(45~47)","계","1~4인",332636,896639,231587,58835,460137,146080,356853,960594,246525,73855,454582,185632,310204,733943,182743,23451,396922,130827,324482,821689,192325,23952,503524,101888,332628,843349,193995,25458,515865,108031
"G.도매 및 소매업(45~47)","계","5~9인",93154,581394,50167,24989,380235,126003,94694,585551,53379,52870,370391,108911,79930,500738,41308,16569,330713,112148,86537,541210,40267,16631,387095,97217,85119,533464,46695,15448,365792,105529
"G.도매 및 소매업(45~47)","계","10~29인",33161,498570,7808,53916,390110,46736,33739,509749,7887,57408,399419,45035,30272,454527,6285,30823,369445,47974,31366,469551,5933,32617,394720,36281,31489,474055,6484,35293,390118,42160
"G.도매 및 소매업(45~47)","계","30~49인",3912,144443,698,27559,107485,8701,4131,153472,715,27600,116459,8698,3354,124351,376,11380,103783,8812,3637,134589,336,13189,113980,7084,3693,136912,362,13115,116278,7157
"G.도매 및 소매업(45~47)","계","50~99인",2057,138539,354,27576,104431,6178,2108,142734,326,26117,110142,6149,1932,130553,143,10987,111192,8231,1930,130775,134,10161,115337,5143,1884,127712,128,11732,110316,5536
"G.도매 및 소매업(45~47)","계","100~199인",835,113566,38,8815,99753,4960,820,111631,25,6625,100281,4700,824,112734,12,4269,102933,5520,762,105210,11,4162,96788,4249,808,110185,8,3401,102460,4316
"G.도매 및 소매업(45~47)","계","200~299인",176,41900,0,1595,38354,1951,163,39257,0,398,37257,1602,161,38882,0,550,37041,1291,157,37782,0,240,35804,1738,153,36808,0,470,34392,1946
"G.도매 및 소매업(45~47)","계","300~499인",103,38333,0,1531,34961,1841,109,41465,0,1171,39100,1194,110,41398,1,810,38715,1872,110,40508,0,1078,37619,1811,106,39025,0,59,37637,1329
"G.도매 및 소매업(45~47)","계","500~999인",37,27924,0,1728,25969,227,38,29310,0,1727,27219,364,56,39632,0,3087,34617,1928,49,33230,0,1727,30637,866,53,36182,0,39,34528,1615
"G.도매 및 소매업(45~47)","계","1000인이상",20,32183,0,6156,24902,1125,17,27402,0,2354,23457,1591,16,30336,0,5802,21459,3075,23,39658,0,1000,36833,1825,20,29867,0,1000,25809,3058
"G.도매 및 소매업(45~47)","남자","전규모",-,1354420,172773,67363,979124,135160,-,1410957,181762,80871,991919,156405,-,1260289,146166,40564,923878,149681,-,1344399,149751,42421,1041580,110647,-,1341821,152886,40847,1028546,119542
"G.도매 및 소매업(45~47)","남자","1~4인",-,476048,135442,25075,263534,51997,-,513456,143375,29280,263757,77044,-,426976,115789,9889,238438,62860,-,474246,120188,11214,301357,41487,-,493155,119615,10847,316276,46417
"G.도매 및 소매업(45~47)","남자","5~9인",-,336054,30939,13707,234968,56440,-,335052,32136,23123,229128,50665,-,290551,25552,8997,202601,53401,-,316444,24964,9810,237391,44279,-,304210,28328,9090,220414,46378
"G.도매 및 소매업(45~47)","남자","10~29인",-,282227,5557,19762,239286,17622,-,290294,5438,20193,245886,18777,-,265803,4443,14024,227812,19524,-,275982,4221,15577,241182,15002,-,272378,4563,14968,237250,15597
"G.도매 및 소매업(45~47)","남자","30~49인",-,71671,506,3264,64590,3311,-,76791,530,3317,69740,3204,-,68811,255,2122,62611,3823,-,74056,261,2257,68562,2976,-,75344,270,2421,69713,2940
"G.도매 및 소매업(45~47)","남자","50~99인",-,63649,297,1747,59615,1990,-,66966,265,2061,62494,2146,-,68178,117,1632,63095,3334,-,68749,109,1665,64737,2238,-,65390,104,2078,61008,2200
"G.도매 및 소매업(45~47)","남자","100~199인",-,49956,32,852,47236,1836,-,50996,18,880,48124,1974,-,55920,9,1041,52159,2711,-,50467,8,1087,47542,1830,-,52760,6,1063,49943,1748
"G.도매 및 소매업(45~47)","남자","200~299인",-,20015,0,368,18997,650,-,21025,0,110,20223,692,-,22438,0,161,21820,457,-,21164,0,125,20286,753,-,20193,0,57,19409,727
"G.도매 및 소매업(45~47)","남자","300~499인",-,21710,0,447,20434,829,-,23404,0,160,22745,499,-,22972,1,85,22308,578,-,23001,0,142,22103,756,-,22343,0,10,21874,459
"G.도매 및 소매업(45~47)","남자","500~999인",-,15913,0,536,15306,71,-,15011,0,244,14619,148,-,20743,0,872,18758,1113,-,18028,0,244,17381,403,-,20496,0,13,19494,989
"G.도매 및 소매업(45~47)","남자","1000인이상",-,17177,0,1605,15158,414,-,17962,0,1503,15203,1256,-,17897,0,1741,14276,1880,-,22262,0,300,21039,923,-,15552,0,300,13165,2087
"G.도매 및 소매업(45~47)","여자","전규모",-,1159071,117879,145337,687213,208642,-,1190208,127095,169254,686388,207471,-,946805,84702,67164,622942,171997,-,1009803,89255,62336,710757,147455,-,1025738,94786,65168,704649,161135
"G.도매 및 소매업(45~47)","여자","1~4인",-,420591,96145,33760,196603,94083,-,447138,103150,44575,190825,108588,-,306967,66954,13562,158484,67967,-,347443,72137,12738,202167,60401,-,350194,74380,14611,199589,61614
"G.도매 및 소매업(45~47)","여자","5~9인",-,245340,19228,11282,145267,69563,-,250499,21243,29747,141263,58246,-,210187,15756,7572,128112,58747,-,224766,15303,6821,149704,52938,-,229254,18367,6358,145378,59151
"G.도매 및 소매업(45~47)","여자","10~29인",-,216343,2251,34154,150824,29114,-,219455,2449,37215,153533,26258,-,188724,1842,16799,141633,28450,-,193569,1712,17040,153538,21279,-,201677,1921,20325,152868,26563
"G.도매 및 소매업(45~47)","여자","30~49인",-,72772,192,24295,42895,5390,-,76681,185,24283,46719,5494,-,55540,121,9258,41172,4989,-,60533,75,10932,45418,4108,-,61568,92,10694,46565,4217
"G.도매 및 소매업(45~47)","여자","50~99인",-,74890,57,25829,44816,4188,-,75768,61,24056,47648,4003,-,62375,26,9355,48097,4897,-,62026,25,8496,50600,2905,-,62322,24,9654,49308,3336
"G.도매 및 소매업(45~47)","여자","100~199인",-,63610,6,7963,52517,3124,-,60635,7,5745,52157,2726,-,56814,3,3228,50774,2809,-,54743,3,3075,49246,2419,-,57425,2,2338,52517,2568
"G.도매 및 소매업(45~47)","여자","200~299인",-,21885,0,1227,19357,1301,-,18232,0,288,17034,910,-,16444,0,389,15221,834,-,16618,0,115,15518,985,-,16615,0,413,14983,1219
"G.도매 및 소매업(45~47)","여자","300~499인",-,16623,0,1084,14527,1012,-,18061,0,1011,16355,695,-,18426,0,725,16407,1294,-,17507,0,936,15516,1055,-,16682,0,49,15763,870
"G.도매 및 소매업(45~47)","여자","500~999인",-,12011,0,1192,10663,156,-,14299,0,1483,12600,216,-,18889,0,2215,15859,815,-,15202,0,1483,13256,463,-,15686,0,26,15034,626
"G.도매 및 소매업(45~47)","여자","1000인이상",-,15006,0,4551,9744,711,-,9440,0,851,8254,335,-,12439,0,4061,7183,1195,-,17396,0,700,15794,902,-,14315,0,700,12644,971
"H.운수 및 창고업(49~52)","계","전규모",43015,787350,13582,116938,597306,59524,46929,792672,16477,117430,598991,59774,41482,713377,10332,62607,593871,46567,45686,762030,10489,105680,606792,39069,46379,768218,10387,102707,611608,43516
"H.운수 및 창고업(49~52)","계","1~4인",18620,47742,7454,1956,30746,7586,22988,58855,10826,1997,32573,13459,21280,47193,6482,1328,33484,5899,22927,52843,6535,1497,40804,4007,24240,55873,5948,1329,44947,3649
"H.운수 및 창고업(49~52)","계","5~9인",10036,65755,4028,5724,44249,11754,9497,61519,3662,6180,43297,8380,7923,51602,2489,3035,41312,4766,8728,56884,2437,4703,45816,3928,8138,53449,2632,4213,42796,3808
"H.운수 및 창고업(49~52)","계","10~29인",8708,141555,1876,30274,97822,11583,8810,143232,1722,31330,100498,9682,7369,121341,1170,15177,97984,7010,8535,140212,1293,28198,103561,7160,8502,141041,1532,27306,103626,8577
"H.운수 및 창고업(49~52)","계","30~49인",2242,84919,152,20517,59374,4876,2233,84348,189,21078,58228,4853,1864,71436,126,9207,58264,3839,2292,86790,154,20095,62537,4004,2285,86358,207,20143,61877,4131
"H.운수 및 창고업(49~52)","계","50~99인",1862,126028,63,29082,90286,6597,1929,133701,63,27901,98329,7408,1728,121042,53,14517,100606,5866,1920,132108,64,26193,99470,6381,1867,127905,61,25969,95787,6088
"H.운수 및 창고업(49~52)","계","100~199인",1137,150123,9,21084,123034,5996,1065,142538,14,20448,116699,5377,897,121573,11,12177,103675,5710,859,114667,6,16067,94309,4285,925,123917,7,17405,100589,5916
"H.운수 및 창고업(49~52)","계","200~299인",250,59296,0,4489,52490,2317,254,60606,1,5622,52778,2205,245,58011,0,3655,50439,3917,245,58669,0,4821,50808,3040,254,61180,0,4561,53250,3369
"H.운수 및 창고업(49~52)","계","300~499인",102,37044,0,2832,32141,2071,96,34970,0,1884,31042,2044,118,43074,1,2631,37347,3095,113,40780,0,3704,34306,2770,98,36666,0,1767,32347,2552
