사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Jun.24,경강선,1512,성남,21631 ,18640 ,6086 ,6347 
Jun.24,서해선,1980,김포공항,83087 ,97456 ,11544 ,16562 
Jun.24,서해선,1981,원종,96916 ,95822 ,41924 ,43225 
Jun.24,서해선,1982,부천종합운동장,62632 ,52963 ,9031 ,7218 
Jun.24,5호선,2511,방화,142335 ,134358 ,59876 ,58831 
Jun.24,5호선,2512,개화산,127645 ,121088 ,43832 ,42648 
Jun.24,5호선,2513,김포공항,245860 ,188101 ,48495 ,43534 
Jun.24,5호선,2514,송정,134114 ,125414 ,52827 ,50245 
Jun.24,5호선,2515,마곡,282386 ,287045 ,48327 ,47116 
Jun.24,5호선,2516,발산,520743 ,549957 ,112434 ,109388 
Jun.24,5호선,2517,우장산,321215 ,309959 ,101767 ,105502 
Jun.24,5호선,2518,화곡,654568 ,602533 ,156860 ,149858 
Jun.24,5호선,2519,까치산,635338 ,599379 ,163756 ,164842 
Jun.24,5호선,2520,신정(은행정),311125 ,250954 ,66506 ,64003 
Jun.24,5호선,2521,목동,381798 ,407344 ,87265 ,88152 
Jun.24,5호선,2522,오목교(목동운동장앞),508390 ,540529 ,92765 ,92584 
Jun.24,5호선,2523,양평,175980 ,169975 ,31535 ,30933 
Jun.24,5호선,2524,영등포구청,104533 ,103210 ,21107 ,20581 
Jun.24,5호선,2525,영등포시장,250864 ,255827 ,81901 ,82858 
Jun.24,5호선,2526,신길,126755 ,128001 ,12975 ,13241 
Jun.24,5호선,2527,여의도,714938 ,781546 ,56731 ,53690 
Jun.24,5호선,2528,여의나루,414536 ,450763 ,36153 ,35251 
Jun.24,5호선,2529,마포,336201 ,342120 ,65737 ,65297 
Jun.24,5호선,2530,공덕,344293 ,365279 ,51198 ,48215 
Jun.24,5호선,2531,애오개,150180 ,147694 ,40613 ,38786 
Jun.24,5호선,2532,충정로(경기대입구),109613 ,112736 ,15250 ,15505 
Jun.24,5호선,2533,서대문,457442 ,464570 ,72121 ,68052 
Jun.24,5호선,2534,광화문(세종문화회관),811700 ,865240 ,91540 ,91277 
Jun.24,5호선,2535,종로3가,371608 ,387062 ,94491 ,99155 
Jun.24,5호선,2536,을지로4가,135420 ,139644 ,41508 ,40298 
Jun.24,5호선,2537,동대문역사문화공원(DDP),74694 ,86080 ,8021 ,9125 
Jun.24,5호선,2538,청구,85800 ,84664 ,25064 ,20913 
Jun.24,5호선,2539,신금호,144737 ,149674 ,40128 ,45285 
Jun.24,5호선,2540,행당,177216 ,154713 ,53072 ,47489 
Jun.24,5호선,2541,왕십리(성동구청),104383 ,128788 ,26426 ,26850 
Jun.24,5호선,2542,마장,125909 ,115948 ,42609 ,41139 
Jun.24,5호선,2543,답십리,363851 ,322845 ,88399 ,85092 
Jun.24,5호선,2544,장한평,437544 ,427861 ,101509 ,103388 
Jun.24,5호선,2545,군자(능동),290513 ,321256 ,40679 ,46078 
Jun.24,5호선,2546,아차산(어린이대공원후문),337051 ,326723 ,110238 ,107092 
Jun.24,5호선,2547,광나루(장신대),321269 ,297393 ,79138 ,76278 
Jun.24,5호선,2548,천호(풍납토성),421940 ,408240 ,154413 ,156774 
Jun.24,5호선,2549,강동,400592 ,387419 ,112356 ,109720 
Jun.24,5호선,2550,길동,158229 ,161870 ,81627 ,83191 
Jun.24,5호선,2551,굽은다리(강동구민회관앞),201928 ,194342 ,83663 ,78764 
Jun.24,5호선,2552,명일,180935 ,183315 ,77356 ,79491 
Jun.24,5호선,2553,고덕,223578 ,216167 ,79928 ,78462 
Jun.24,5호선,2554,상일동,318243 ,296766 ,95123 ,93465 
Jun.24,5호선,2555,둔촌동,187654 ,185008 ,71682 ,72232 
Jun.24,5호선,2556,올림픽공원(한국체대),145214 ,124716 ,49820 ,41728 
Jun.24,5호선,2557,방이,160260 ,163347 ,52575 ,52911 
Jun.24,5호선,2558,오금,79619 ,80069 ,22979 ,21837 
Jun.24,5호선,2559,개롱,133116 ,137699 ,54344 ,55492 
Jun.24,5호선,2560,거여,216146 ,209684 ,70647 ,68450 
Jun.24,5호선,2561,마천,153503 ,135176 ,61366 ,62383 
Jun.24,5호선,2562,강일,125750 ,112508 ,47711 ,46014 
Jun.24,5호선,2563,미사,420173 ,428608 ,92434 ,91397 
Jun.24,5호선,2564,하남풍산,94192 ,93177 ,36557 ,35987 
Jun.24,5호선,2565,하남시청(덕풍·신장),166390 ,153396 ,81573 ,82012 
Jun.24,5호선,2566,하남검단산,140276 ,131096 ,58359 ,57642 
Jun.24,6호선,2611,응암,380815 ,373001 ,127984 ,126432 
Jun.24,6호선,2612,역촌,73999 ,93738 ,35790 ,35253 
Jun.24,6호선,2613,불광,94846 ,95394 ,45353 ,37216 
Jun.24,6호선,2614,독바위,58823 ,57644 ,22182 ,27399 
Jun.24,6호선,2615,연신내,102 ,0 ,3 ,0 
Jun.24,6호선,2616,구산,181370 ,120814 ,58705 ,60491 
Jun.24,6호선,2617,새절(신사),275308 ,246645 ,93578 ,94218 
Jun.24,6호선,2618,증산(명지대앞),207602 ,205345 ,76587 ,76920 
Jun.24,6호선,2619,디지털미디어시티,345244 ,368945 ,61680 ,61824 
Jun.24,6호선,2620,월드컵경기장(성산),141476 ,165622 ,58445 ,57158 
Jun.24,6호선,2621,마포구청,332584 ,294483 ,84229 ,77070 
Jun.24,6호선,2622,망원,368910 ,396240 ,87837 ,91869 
Jun.24,6호선,2623,합정,361946 ,356327 ,43268 ,39405 
Jun.24,6호선,2624,상수,279987 ,318581 ,22327 ,22542 
Jun.24,6호선,2625,광흥창(서강),208434 ,197278 ,57855 ,56820 
Jun.24,6호선,2626,대흥(서강대앞),218100 ,228247 ,49377 ,48486 
Jun.24,6호선,2627,공덕,447739 ,435462 ,81001 ,76705 
Jun.24,6호선,2628,효창공원앞,172908 ,155195 ,39969 ,36565 
Jun.24,6호선,2629,삼각지,216726 ,185656 ,24030 ,18245 
Jun.24,6호선,2630,녹사평(용산구청),143675 ,148463 ,18697 ,18281 
Jun.24,6호선,2631,이태원,327272 ,365051 ,30526 ,30504 
Jun.24,6호선,2632,한강진,286142 ,340260 ,17283 ,17560 
Jun.24,6호선,2633,버티고개,47494 ,46191 ,14507 ,16073 
Jun.24,6호선,2634,약수,87018 ,83204 ,21835 ,21317 
Jun.24,6호선,2635,청구,91322 ,85042 ,20086 ,22173 
Jun.24,6호선,2636,신당,209898 ,215127 ,38611 ,37931 
Jun.24,6호선,2637,동묘앞,185156 ,191983 ,70882 ,66902 
Jun.24,6호선,2638,창신,81569 ,66700 ,19997 ,18651 
Jun.24,6호선,2639,보문,195781 ,180104 ,32199 ,30870 
Jun.24,6호선,2640,안암(고대병원앞),316039 ,321446 ,37052 ,36365 
Jun.24,6호선,2641,고려대(종암),216330 ,206267 ,37112 ,36282 
Jun.24,6호선,2642,월곡(동덕여대),268285 ,259072 ,72048 ,71053 
Jun.24,6호선,2643,상월곡(한국과학기술연구원),147824 ,132246 ,42724 ,41417 
Jun.24,6호선,2644,돌곶이,227295 ,203788 ,64975 ,63467 
Jun.24,6호선,2645,석계,272461 ,280741 ,83910 ,83062 
Jun.24,6호선,2646,태릉입구,130470 ,151838 ,36855 ,37832 
Jun.24,6호선,2647,화랑대(서울여대입구),289288 ,222042 ,52961 ,47840 
Jun.24,6호선,2648,봉화산(서울의료원),196234 ,182113 ,53487 ,52616 
Jun.24,6호선,2649,신내,10 ,0 ,0 ,0 
Jun.24,7호선,2711,장암,65322 ,26966 ,15837 ,12015 
Jun.24,7호선,2712,도봉산,206879 ,236168 ,57874 ,80958 
Jun.24,7호선,2713,수락산,257012 ,248286 ,107702 ,108899 
Jun.24,7호선,2714,마들,275602 ,252481 ,96319 ,94082 
Jun.24,7호선,2715,노원,549549 ,582760 ,166332 ,163695 
Jun.24,7호선,2716,중계,319128 ,287559 ,102557 ,98767 
Jun.24,7호선,2717,하계,396548 ,365049 ,118936 ,114330 
Jun.24,7호선,2718,공릉(서울과학기술대),269052 ,263723 ,77453 ,77601 
Jun.24,7호선,2719,태릉입구,216917 ,202706 ,52919 ,48452 
Jun.24,7호선,2720,먹골,223381 ,216379 ,71204 ,73220 
Jun.24,7호선,2721,중화,234878 ,227407 ,68602 ,68098 
Jun.24,7호선,2722,상봉,424951 ,410343 ,79668 ,75716 
Jun.24,7호선,2723,면목,331944 ,313767 ,102937 ,105533 
Jun.24,7호선,2724,사가정,354086 ,352084 ,109530 ,109729 
Jun.24,7호선,2725,용마산(용마폭포공원),133796 ,129096 ,40511 ,43765 
Jun.24,7호선,2726,중곡,241061 ,220626 ,67236 ,68354 
Jun.24,7호선,2727,군자(능동),349177 ,265871 ,96054 ,79789 
Jun.24,7호선,2728,어린이대공원(세종대),434960 ,440670 ,46337 ,46451 
Jun.24,7호선,2729,건대입구,336514 ,347714 ,65247 ,59868 
Jun.24,7호선,2730,자양(뚝섬한강공원),307691 ,305586 ,71318 ,71903 
Jun.24,7호선,2731,청담,432079 ,481869 ,79144 ,76383 
Jun.24,7호선,2732,강남구청,381362 ,427894 ,53276 ,54692 
Jun.24,7호선,2733,학동,550567 ,582369 ,66001 ,63062 
Jun.24,7호선,2734,논현,453763 ,469984 ,45318 ,44332 
Jun.24,7호선,2735,반포,146507 ,138484 ,40291 ,38299 
Jun.24,7호선,2736,고속터미널,438951 ,354439 ,81406 ,73098 
Jun.24,7호선,2737,내방,326324 ,330084 ,75666 ,72392 
Jun.24,7호선,2738,이수,390886 ,381147 ,83923 ,79363 
Jun.24,7호선,2739,남성,250758 ,233048 ,81359 ,82110 
Jun.24,7호선,2740,숭실대입구(살피재),330525 ,326948 ,67778 ,70429 
Jun.24,7호선,2741,상도,279256 ,272867 ,67997 ,64191 
Jun.24,7호선,2742,장승배기,191094 ,183223 ,71229 ,71951 
Jun.24,7호선,2743,신대방삼거리,329656 ,307843 ,96055 ,98950 
Jun.24,7호선,2744,보라매,160696 ,165392 ,32307 ,33530 
Jun.24,7호선,2745,신풍,244770 ,224914 ,77958 ,75950 
Jun.24,7호선,2746,대림(구로구청),230153 ,233521 ,47188 ,46715 
Jun.24,7호선,2747,남구로,336689 ,353544 ,64008 ,64797 
Jun.24,7호선,2748,가산디지털단지,1003936 ,1011857 ,96674 ,91280 
Jun.24,7호선,2749,철산,491145 ,497686 ,118387 ,116537 
Jun.24,7호선,2750,광명사거리,420765 ,408389 ,159075 ,165401 
Jun.24,7호선,2751,천왕,259142 ,245182 ,63419 ,63873 
Jun.24,7호선,2752,온수(성공회대입구),233311 ,215622 ,45087 ,42351 
Jun.24,7호선,2753,까치울,0 ,0 ,1 ,0 
Jun.24,7호선,2756,신중동,1 ,0 ,0 ,0 
Jun.24,7호선,2761,부평구청,2 ,0 ,0 ,0 
Jun.24,8호선,2811,암사,416391 ,357650 ,113626 ,110925 
Jun.24,8호선,2812,천호(풍납토성),343091 ,407556 ,93155 ,90605 
Jun.24,8호선,2813,강동구청,221042 ,226642 ,69173 ,69894 
Jun.24,8호선,2814,몽촌토성(평화의문),161804 ,166313 ,35592 ,34743 
Jun.24,8호선,2815,잠실(송파구청),398620 ,475358 ,84046 ,82476 
Jun.24,8호선,2816,석촌,174659 ,210404 ,57154 ,60315 
Jun.24,8호선,2817,송파,200280 ,193073 ,68821 ,67920 
Jun.24,8호선,2818,가락시장,154674 ,176653 ,65161 ,66012 
Jun.24,8호선,2819,문정,502786 ,528246 ,64000 ,63584 
Jun.24,8호선,2820,장지,397023 ,363266 ,90525 ,85865 
Jun.24,8호선,2821,복정,231703 ,196424 ,43052 ,38668 
Jun.24,8호선,2822,산성,147386 ,147649 ,38581 ,41692 
Jun.24,8호선,2823,남한산성입구(성남법원.검찰청),310203 ,277310 ,80671 ,75784 
Jun.24,8호선,2824,단대오거리,268285 ,254058 ,78320 ,75756 
Jun.24,8호선,2825,신흥,106429 ,109725 ,42690 ,44509 
Jun.24,8호선,2826,수진,115173 ,103710 ,48140 ,47025 
Jun.24,8호선,2827,모란,88928 ,72881 ,59468 ,46329 
Jun.24,8호선,2828,남위례,170511 ,172544 ,36007 ,35300 
Jun.24,9호선,4101,개화,63890 ,43410 ,14683 ,12069 
Jun.24,9호선,4102,김포공항,203046 ,285121 ,21268 ,26665 
Jun.24,9호선,4103,공항시장,62882 ,66382 ,26204 ,27985 
Jun.24,9호선,4104,신방화,151651 ,146095 ,50985 ,51380 
Jun.24,9호선,4105,마곡나루(서울식물원),347493 ,346523 ,39415 ,37821 
Jun.24,9호선,4106,양천향교,229912 ,232619 ,50307 ,49413 
Jun.24,9호선,4107,가양,489141 ,477075 ,143822 ,140516 
Jun.24,9호선,4108,증미,175797 ,167447 ,39408 ,40139 
Jun.24,9호선,4109,등촌,254594 ,238753 ,89056 ,89635 
Jun.24,9호선,4110,염창,423377 ,401517 ,81338 ,79327 
Jun.24,9호선,4111,신목동,98957 ,85790 ,26324 ,25145 
Jun.24,9호선,4112,선유도,204463 ,190884 ,32761 ,32311 
Jun.24,9호선,4113,당산,479974 ,476265 ,74836 ,69395 
Jun.24,9호선,4114,국회의사당,373657 ,390940 ,61822 ,55624 
Jun.24,9호선,4115,여의도,773035 ,751872 ,55101 ,50845 
Jun.24,9호선,4116,샛강,146699 ,147285 ,31699 ,31260 
Jun.24,9호선,4117,노량진,649339 ,640691 ,88122 ,87861 
Jun.24,9호선,4118,노들,112057 ,90303 ,35007 ,31819 
Jun.24,9호선,4119,흑석(중앙대입구),211627 ,213558 ,60366 ,59781 
Jun.24,9호선,4120,동작(현충원),54092 ,47524 ,28239 ,27284 
Jun.24,9호선,4121,구반포,26560 ,25759 ,9095 ,9079 
Jun.24,9호선,4122,신반포,93768 ,92657 ,29995 ,29927 
Jun.24,9호선,4123,고속터미널,409115 ,570282 ,76113 ,91494 
Jun.24,9호선,4124,사평,89688 ,84066 ,25486 ,25522 
Jun.24,9호선,4125,신논현,840343 ,835608 ,55785 ,55245 
Jun.24,공항철도 1호선,4201,서울역,392988 ,356279 ,37978 ,34158 
Jun.24,공항철도 1호선,4202,공덕,76784 ,104522 ,9197 ,11119 
Jun.24,공항철도 1호선,4203,홍대입구,432512 ,417261 ,21208 ,19611 
Jun.24,공항철도 1호선,4204,디지털미디어시티,345027 ,326193 ,29854 ,28194 
Jun.24,공항철도 1호선,4206,마곡나루(서울식물원),293379 ,281699 ,18374 ,19092 
Jun.24,공항철도 1호선,4207,김포공항,285757 ,153947 ,24704 ,15826 
Jun.24,공항철도 1호선,4208,계양,336281 ,318499 ,40545 ,38819 
Jun.24,공항철도 1호선,4209,검암,163811 ,170682 ,18437 ,19235 
Jun.24,공항철도 1호선,4210,청라국제도시,196417 ,185470 ,16200 ,15871 
Jun.24,공항철도 1호선,4211,운서,252231 ,266881 ,34001 ,34117 
Jun.24,공항철도 1호선,4212,공항화물청사,46336 ,52231 ,10065 ,10114 
Jun.24,공항철도 1호선,4213,인천공항1터미널,417830 ,405982 ,42447 ,39172 
Jun.24,공항철도 1호선,4215,인천공항2터미널,200319 ,171343 ,20333 ,17400 
Jun.24,공항철도 1호선,4217,영종,100629 ,103407 ,24230 ,24349 
Jun.24,9호선2~3단계,4126,언주,279424 ,285170 ,34233 ,33807 
Jun.24,9호선2~3단계,4127,선정릉,236149 ,257561 ,29669 ,30547 
Jun.24,9호선2~3단계,4128,삼성중앙,178126 ,184232 ,29016 ,28625 
Jun.24,9호선2~3단계,4129,봉은사,558947 ,592307 ,57979 ,55512 
Jun.24,9호선2~3단계,4130,종합운동장,134570 ,130130 ,22596 ,20602 
Jun.24,9호선2~3단계,4131,삼전,183222 ,169056 ,43118 ,42087 
Jun.24,9호선2~3단계,4132,석촌고분,158631 ,151039 ,44472 ,44646 
Jun.24,9호선2~3단계,4133,석촌,236436 ,207013 ,46477 ,40646 
Jun.24,9호선2~3단계,4134,송파나루,129959 ,140420 ,31458 ,32787 
Jun.24,9호선2~3단계,4135,한성백제,72171 ,62828 ,19138 ,17488 
Jun.24,9호선2~3단계,4136,올림픽공원(한국체대),212002 ,223717 ,27232 ,30602 
Jun.24,9호선2~3단계,4137,둔촌오륜,29308 ,28107 ,8792 ,9367 
Jun.24,9호선2~3단계,4138,중앙보훈병원,242651 ,209377 ,83234 ,81062 
Jun.24,우이신설선,4701,북한산우이,63032 ,56982 ,41126 ,42773 
Jun.24,우이신설선,4702,솔밭공원,46700 ,40941 ,32002 ,33531 
Jun.24,우이신설선,4703,4.19민주묘지,63969 ,62264 ,41239 ,36492 
Jun.24,우이신설선,4704,가오리,73624 ,70134 ,53635 ,55293 
Jun.24,우이신설선,4705,화계,57556 ,51447 ,49080 ,49496 
Jun.24,우이신설선,4706,삼양,31403 ,31344 ,29774 ,32314 
Jun.24,우이신설선,4707,삼양사거리,38157 ,38113 ,40060 ,39854 
Jun.24,우이신설선,4708,솔샘,124839 ,112702 ,43756 ,45478 
Jun.24,우이신설선,4709,북한산보국문,140699 ,127434 ,47470 ,46726 
Jun.24,우이신설선,4710,정릉,90994 ,79746 ,50847 ,47301 
Jun.24,우이신설선,4711,성신여대입구(돈암),74860 ,88408 ,33235 ,31802 
Jun.24,우이신설선,4712,보문,32004 ,31542 ,16625 ,16535 
Jun.24,우이신설선,4713,신설동,35891 ,35800 ,32763 ,29048 
Jun.24,신림선,4401,샛강,61379 ,74208 ,15876 ,15086 
Jun.24,신림선,4402,대방,68867 ,52352 ,18976 ,16005 
Jun.24,신림선,4403,서울지방병무청,63203 ,67892 ,26289 ,28623 
Jun.24,신림선,4404,보라매,92935 ,84391 ,26131 ,23566 
Jun.24,신림선,4405,보라매공원,44674 ,48326 ,18847 ,19847 
Jun.24,신림선,4406,보라매병원,141135 ,150606 ,56053 ,55715 
Jun.24,신림선,4407,당곡,96901 ,92295 ,40746 ,40418 
Jun.24,신림선,4408,신림,37310 ,50935 ,18386 ,22460 
Jun.24,신림선,4409,서원,75200 ,62794 ,26365 ,25839 
Jun.24,신림선,4410,서울대벤처타운,210374 ,186553 ,69180 ,68278 
Jun.24,신림선,4411,관악산(서울대),62342 ,64618 ,43040 ,42392 
