text,label,del_stop,encoding,padding_25,padding_15,padding_10
드루킹 재판 끝내자 특검 조사 받겠다 검찰과 설전변호인 재판 그만 나머지 특검이 조사해야 ,0,"['재판', '끝내자', '특검', '조사', '받겠다', '검찰', '설전', '변호인', '재판', '그만', '특검', '조사해']","[756, 4880, 42, 29, 4881, 92, 4882, 900, 756, 3049, 42, 4883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[756, 4880, 42, 29, 4881, 92, 4882, 900, 756, 3049, 42, 4883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42, 4883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
검찰 나가면 증거인멸 댓글 만개 분석 중 ,0,"['검찰', '증거', '분석']","[92, 757, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92, 757, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
법원 재판 일단 속행 다만 빨리 진행할 것 ,0,"['법원', '재판', '일단', '속행', '다만', '빨리', '진행']","[237, 756, 1646, 4884, 1647, 2147, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[237, 756, 1646, 4884, 1647, 2147, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 남북 상황 좋은 결과 위한 진통 내일 소집 종합 보 내일 오전 시엔 상임위 개최 현안 논의,0,"['남북', '상황', '결과', '진통', '소집', '오전', '상임', '개최', '현안', '논의']","[119, 113, 40, 1605, 3050, 322, 1293, 30, 4885, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[119, 113, 40, 1605, 3050, 322, 1293, 30, 4885, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 문제삼은 맥스선더 훈련도 계획대로 진행,0,"['문제', '삼은', '훈련', '계획', '대로', '진행']","[54, 4886, 102, 155, 1309, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[54, 4886, 102, 155, 1309, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
한미 외교장관 통화 고위급회담 연기통보 논의강경화 조속 회담 촉구 예정 폼페이오 정상회담 준비 계속 ,0,"['한미', '외교', '장관', '통화', '고위', '회담', '연기', '통보', '논의', '강경화', '조속', '회담', '촉구', '예정', '폼페이', '정상회담', '준비', '계속']","[411, 217, 898, 204, 319, 9, 61, 370, 236, 3051, 1294, 9, 415, 66, 907, 73, 180, 198, 0, 0, 0, 0, 0, 0, 0]","[411, 217, 898, 204, 319, 9, 61, 370, 236, 3051, 1294, 9, 415, 66, 907, 73, 180, 198, 0, 0, 0, 0, 0, 0, 0]","[1294, 9, 415, 66, 907, 73, 180, 198, 0, 0, 0, 0, 0, 0, 0]","[73, 180, 198, 0, 0, 0, 0, 0, 0, 0]"
조명균 에 전통문 보낼 것 내용은 검토 중 이제 시작단계 중요한 것은 이런 상황에서도 멈추지 않는 것 ,0,"['조명', '전통', '보낼', '내용', '검토', '시작', '단계', '중요한', '상황', '멈추지']","[1292, 2166, 4887, 420, 205, 21, 758, 2174, 113, 4888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1292, 2166, 4887, 420, 205, 21, 758, 2174, 113, 4888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
몸값 높이려다 여당에 패싱 민주평화당 뒤통수 맞았다 민주평화당이 더불어민주당에 단단히 화가 났다 ,0,"['몸값', '여당', '민주', '평화', '뒤통수', '민주', '평화', '더불어', '민주당', '단단히']","[4889, 1304, 366, 165, 4890, 366, 165, 357, 112, 4891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4889, 1304, 366, 165, 4890, 366, 165, 357, 112, 4891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
연기통보 고위급회담 언제 다시 열릴까 북미회담 관측한미회담 이후 북미회담 전 고위급회담 재개 전망,0,"['연기', '통보', '고위', '회담', '다시', '열릴까', '북미', '회담', '관측', '한미', '회담', '북미', '회담', '고위', '회담', '재개', '전망']","[61, 370, 319, 9, 178, 4892, 46, 9, 1065, 411, 9, 46, 9, 319, 9, 414, 218, 0, 0, 0, 0, 0, 0, 0, 0]","[61, 370, 319, 9, 178, 4892, 46, 9, 1065, 411, 9, 46, 9, 319, 9, 414, 218, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 46, 9, 319, 9, 414, 218, 0, 0, 0, 0, 0, 0, 0, 0]","[414, 218, 0, 0, 0, 0, 0, 0, 0, 0]"
 행사 이산가족 상봉 행사부터 준비할 듯,0,"['행사', '이산가족', '상봉', '행사', '준비']","[318, 3052, 4893, 318, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[318, 3052, 4893, 318, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
원희룡에 달려들어 계란 던지고 폭행 흉기로 자해 시도 앵커 ,0,"['원희룡', '계란', '던지고', '폭행', '흉기', '자해', '시도']","[2175, 1310, 2176, 93, 238, 1311, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2175, 1310, 2176, 93, 238, 1311, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 북미정상회담 남북 이산가족 열차 타고 만난다경의선 동해선 개보수 계획 코레일 에 비공개 보고 대북제재 풀릴 땐 속도낼 듯 ,0,"['북미', '정상회담', '남북', '이산가족', '열차', '타고', '만난다', '경의선', '동해', '계획', '코레일', '비공개', '보고', '대북', '제재', '풀릴', '속도', '낼']","[46, 73, 119, 3052, 759, 1648, 3053, 4894, 760, 155, 1312, 2177, 321, 1061, 473, 4895, 252, 1649, 0, 0, 0, 0, 0, 0, 0]","[46, 73, 119, 3052, 759, 1648, 3053, 4894, 760, 155, 1312, 2177, 321, 1061, 473, 4895, 252, 1649, 0, 0, 0, 0, 0, 0, 0]","[1312, 2177, 321, 1061, 473, 4895, 252, 1649, 0, 0, 0, 0, 0, 0, 0]","[4895, 252, 1649, 0, 0, 0, 0, 0, 0, 0]"
생존가족 평균연령 세넘어 안전 편의성 측면서도 유리,0,"['생존', '가족', '평균연령', '넘어', '안전', '편의', '측면', '유리']","[645, 144, 4896, 908, 248, 1650, 3028, 4897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[645, 144, 4896, 908, 248, 1650, 3028, 4897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 ,0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
외교부 대사관 총괄공사 초치 독도 왜곡 외교청서 철회 촉구 아시아경제 오현길 기자 정부는 독도가 일본 고유 영토라는 주장을 담은 일본의 외교청서 외교백서 와 관련해 일 미즈시마 고이치 주한일본대사관 총괄공사를 불러다 강력하게 항의하고 철회를 촉구했다 ,0,"['외교부', '대사관', '총괄', '공사', '독도', '외교', '청서', '철회', '촉구', '아시아', '경제', '정부', '독도', '일본', '고유', '영토', '주장', '담은', '일본', '외교', '청서', '외교백서', '관련', '미즈시마', '고이치', '대사관', '총괄', '공사', '불러다', '강력하게', '항의', '철회', '촉구']","[1651, 1083, 1652, 474, 909, 217, 1313, 1314, 415, 20, 16, 19, 909, 25, 3054, 3055, 140, 3056, 25, 217, 1313, 3057, 34, 4898, 4899, 1083, 1652, 474, 4900, 4901, 1315, 1314, 415]","[415, 20, 16, 19, 909, 25, 3054, 3055, 140, 3056, 25, 217, 1313, 3057, 34, 4898, 4899, 1083, 1652, 474, 4900, 4901, 1315, 1314, 415]","[25, 217, 1313, 3057, 34, 4898, 4899, 1083, 1652, 474, 4900, 4901, 1315, 1314, 415]","[4898, 4899, 1083, 1652, 474, 4900, 4901, 1315, 1314, 415]"
남북 철도 연결 현실화 가능성 한반도 물류 혈맥 뚫리나 앵커 ,0,"['남북', '철도', '연결', '현실', '가능성', '한반도', '물류', '혈맥']","[119, 3058, 761, 646, 62, 177, 4902, 4903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[119, 3058, 761, 646, 62, 177, 4902, 4903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
대법 이화여대 학사비리 최순실 징역 년 실형 확정 종합 보 최순실 당분간 구치소 수감 최경희 전 총장 김경숙 전 학장 징역 년 ,0,"['대법', '학사', '비리', '징역', '실형', '확정', '당분간', '구치소', '수감', '최경희', '총장', '김경숙', '학장', '징역']","[1295, 3059, 647, 187, 648, 182, 1084, 905, 1306, 3060, 649, 4904, 4905, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1295, 3059, 647, 187, 648, 182, 1084, 905, 1306, 3060, 649, 4904, 4905, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[649, 4904, 4905, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
홍준표 배현진 송파 압승 확신 실제 당선 가능성은자유한국당 배현진 전 앵커가 홍준표 대표를 등에 업고 서울 송파을 국회의원 보궐선거에 공식 출사표를 던졌다 ,0,"['홍준표', '송파', '압승', '확신', '실제', '당선', '가능성', '자유', '한국', '홍준표', '대표', '서울', '송파', '국회의원', '보궐선거', '공식', '출사표', '던졌다']","[313, 536, 2178, 4906, 650, 890, 62, 142, 3, 313, 24, 2, 536, 892, 2179, 145, 3061, 3062, 0, 0, 0, 0, 0, 0, 0]","[313, 536, 2178, 4906, 650, 890, 62, 142, 3, 313, 24, 2, 536, 892, 2179, 145, 3061, 3062, 0, 0, 0, 0, 0, 0, 0]","[24, 2, 536, 892, 2179, 145, 3061, 3062, 0, 0, 0, 0, 0, 0, 0]","[145, 3061, 3062, 0, 0, 0, 0, 0, 0, 0]"
 대통령 몰카 데이트폭력은 악성범죄 중대 위법으로 다뤄야 머니투데이 최경민 기자 처벌 강도 낮았던 게 사실 사건 다루는 관점 변화 필요 ,0,"['대통령', '몰카', '데이트', '폭력', '악성', '범죄', '중대', '위법', '다뤄야', '처벌', '강도', '사건', '관점', '변화', '필요']","[15, 324, 2180, 1085, 3063, 461, 3064, 3026, 4907, 545, 1316, 121, 4908, 426, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 324, 2180, 1085, 3063, 461, 3064, 3026, 4907, 545, 1316, 121, 4908, 426, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1316, 121, 4908, 426, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
해외 은닉 재산 환수기구 추진 조양호 최순실 등 정조준문 대통령 해외 은닉 재산 반드시 환수하라 ,0,"['해외', '은닉', '재산', '환수', '기구', '추진', '조준', '대통령', '해외', '은닉', '재산', '환수']","[124, 910, 427, 762, 1317, 156, 2181, 15, 124, 910, 427, 762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[124, 910, 427, 762, 1317, 156, 2181, 15, 124, 910, 427, 762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[427, 762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 앵커 ,0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
홍준표 이재명 욕설논란에 또 공세 쯔쯔 다급했나 이재명 욕설 논란에 홍준표 자유한국당 대표가 일 또 가세했다 ,0,"['홍준표', '이재명', '욕설', '논란', '공세', '이재명', '욕설', '논란', '홍준표', '자유', '한국', '대표']","[313, 538, 902, 8, 1305, 538, 902, 8, 313, 142, 3, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[313, 538, 902, 8, 1305, 538, 902, 8, 313, 142, 3, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
드루킹 특검 가시화 대선 전 댓글조작 김경수 연루여부 핵심 년 월부터 만건 댓글작업 정황 김 의원 드루킹 관계 규명 관건 ,0,"['특검', '대선', '조작', '김경수', '연루', '여부', '핵심', '만건', '작업', '정황', '의원', '관계', '규명', '관건']","[42, 374, 323, 130, 1280, 368, 1086, 3065, 1653, 1087, 104, 212, 1307, 1088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42, 374, 323, 130, 1280, 368, 1086, 3065, 1653, 1087, 104, 212, 1307, 1088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[104, 212, 1307, 1088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 일만에 마주앉는 남북 판문점 선언 이행 로드맵 짠다고위급회담 일 개최 군사 적십자 체육회담 일정 등 협의,0,"['남북', '판문점', '선언', '이행', '로드맵', '위급', '회담', '개최', '군사', '적십자', '체육', '회담', '일정', '협의']","[119, 314, 199, 1612, 2182, 4909, 9, 30, 763, 4910, 325, 9, 235, 747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[119, 314, 199, 1612, 2182, 4909, 9, 30, 763, 4910, 325, 9, 235, 747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[325, 9, 235, 747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
문재인 정부 첫 특검 합의 법안 명칭서 김경수 대선 은 빠져 동아일보 ,0,"['문재인', '정부', '특검', '합의', '법안', '명칭', '김경수', '대선', '빠져']","[309, 19, 42, 100, 1279, 3066, 130, 374, 3067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[309, 19, 42, 100, 1279, 3066, 130, 374, 3067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 일 특검 추경 동시처리,0,"['특검', '추경', '동시', '처리']","[42, 628, 470, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42, 628, 470, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 핵실험장 폐기에 통신사 곳 방송사 곳 각 명씩 초청 종합 핵실험장 폐기 장면 생방송 없을 듯,0,"['핵실험', '폐기', '통신사', '방송사', '각', '초청', '핵실험', '폐기', '장면', '생방송']","[413, 317, 4911, 4912, 4913, 1282, 413, 317, 911, 2183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[413, 317, 4911, 4912, 4913, 1282, 413, 317, 911, 2183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
이낙연 청년들 좌절 커지고 있다 국회에 추경 처리 호소 서울 뉴시스 이재우 기자 이낙연 국무총리는 일 야당을 향해 청년들의 좌절이 커지고 있다 며 추가경정예산 추경 처리를 호소했다 ,0,"['청년', '좌절', '국회', '추경', '처리', '호소', '서울', '국무총리', '야당', '청년', '좌절', '추가경정예산', '추경', '처리', '호소']","[1654, 1655, 55, 628, 123, 651, 2, 2139, 644, 1654, 1655, 2967, 628, 123, 651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1654, 1655, 55, 628, 123, 651, 2, 2139, 644, 1654, 1655, 2967, 628, 123, 651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1655, 2967, 628, 123, 651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
국회 정상화 됐지만 여야 타협할 난제 여전히 많다특검 추천 추경안 심사 민생법안 등 곳곳 지뢰밭,0,"['국회', '정상화', '여야', '타협', '난제', '특검', '추천', '추경안', '심사', '민생', '법안', '지뢰', '밭']","[55, 164, 118, 4914, 4915, 42, 547, 3041, 1057, 4916, 1279, 4917, 3068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[55, 164, 118, 4914, 4915, 42, 547, 3041, 1057, 4916, 1279, 4917, 3068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1279, 4917, 3068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
김성태 드루킹 특검에 성역 없다 김경수도 포함 김성태 자유한국당 원내대표가 일 전날 여야가 합의한 드루킹 특검 과 관련해 김경수 더불어민주당 의원의 역할 등 그 누구든 성역없이 포함될 수 있다 고 말했다 ,0,"['특검', '성역', '김경수', '포함', '자유', '한국', '원내대표', '전날', '여야', '합의', '특검', '관련', '김경수', '더불어', '민주당', '의원', '역할', '성역', '포함']","[42, 3069, 130, 284, 142, 3, 358, 740, 118, 100, 42, 34, 130, 357, 112, 104, 419, 3069, 284, 0, 0, 0, 0, 0, 0]","[42, 3069, 130, 284, 142, 3, 358, 740, 118, 100, 42, 34, 130, 357, 112, 104, 419, 3069, 284, 0, 0, 0, 0, 0, 0]","[42, 34, 130, 357, 112, 104, 419, 3069, 284, 0, 0, 0, 0, 0, 0]","[104, 419, 3069, 284, 0, 0, 0, 0, 0, 0]"
국회의원 재보선 지역구 곳 확정 여야 총력전 예고민주 곳 한국 바른미래 곳 평화 곳 정의 곳 확정,0,"['국회의원', '지역구', '확정', '여야', '총력전', '예고', '민주', '한국', '바른', '미래', '평화', '정의', '확정']","[892, 4918, 182, 118, 4919, 652, 366, 3, 410, 233, 165, 2184, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[892, 4918, 182, 118, 4919, 652, 366, 3, 410, 233, 165, 2184, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[165, 2184, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
재보선 결과 따라 원내 당 뒤바뀔수도 혈전 ,0,"['결과', '원내', '바뀔수도', '혈전']","[40, 1656, 4920, 3070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 1656, 4920, 3070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
대법 이화여대 학사비리 최순실 징역 년 실형 확정 종합 최순실 당분간 구치소 수감 최경희 전 총장도 실형,0,"['대법', '학사', '비리', '징역', '실형', '확정', '당분간', '구치소', '수감', '최경희', '총장', '실형']","[1295, 3059, 647, 187, 648, 182, 1084, 905, 1306, 3060, 649, 648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1295, 3059, 647, 187, 648, 182, 1084, 905, 1306, 3060, 649, 648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[649, 648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
강연재 민주당 철새 논평에 이권 정당이 누구에게 철새라 하나 발끈더불어민주당이 자유한국당 서울 노원병 국회의원 보궐선거 후보 공천을 받은 강연재 변호사에게 철새 라고 비판하자 강 변호사가 발끈했다 ,0,"['민주당', '철새', '논평', '정당', '철새', '하나', '더불어', '민주당', '자유', '한국', '서울', '국회의원', '보궐선거', '후보', '공천', '변호사', '철새', '비판', '변호사']","[112, 1657, 3037, 1289, 1657, 201, 357, 112, 142, 3, 2, 892, 2179, 38, 529, 750, 1657, 372, 750, 0, 0, 0, 0, 0, 0]","[112, 1657, 3037, 1289, 1657, 201, 357, 112, 142, 3, 2, 892, 2179, 38, 529, 750, 1657, 372, 750, 0, 0, 0, 0, 0, 0]","[2, 892, 2179, 38, 529, 750, 1657, 372, 750, 0, 0, 0, 0, 0, 0]","[750, 1657, 372, 750, 0, 0, 0, 0, 0, 0]"
 가짜 나라 가짜 언론 가짜 여론 홍준표의 입 선거 날 민심 확인해보자 쏟아지는 강경 발언에 당 내부 곤혹스런 분위기,0,"['가짜', '가짜', '언론', '가짜', '여론', '홍준표', '선거', '민심', '확인', '강경', '발언', '내부', '곤혹', '분위기']","[1089, 1089, 312, 1089, 1272, 313, 82, 1318, 43, 897, 311, 1090, 4921, 475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1089, 1089, 312, 1089, 1272, 313, 82, 1318, 43, 897, 311, 1090, 4921, 475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[311, 1090, 4921, 475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
원희룡에 달려들어 계란 던지고 폭행 흉기로 자해 시도 앵커 ,0,"['원희룡', '계란', '던지고', '폭행', '흉기', '자해', '시도']","[2175, 1310, 2176, 93, 238, 1311, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2175, 1310, 2176, 93, 238, 1311, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 단독 선관위 배현진 허위사실 공표로 서면경고 헤럴드경제 박병국 기자 중앙선관위가 수상경력 부풀리기를 한 배현진 자유한국당 후보에 대해 공직선거법상 허위사실 공표에 해당한다며 서면경고 조치를 내렸다 배 후보는 서울 송파을 보궐선거에 전략공천됐다 ,0,"['단독', '선관위', '허위', '공표', '서면', '경고', '박병국', '선관위', '수상', '경력', '부풀리기', '자유', '한국', '후보', '공직선거법', '허위', '공표', '해당', '서면', '경고', '조치', '후보', '서울', '송파', '보궐선거', '전략', '공천']","[10, 2173, 1070, 3071, 3072, 407, 4922, 2173, 2185, 4923, 4924, 142, 3, 38, 4925, 1070, 3071, 912, 3072, 407, 360, 38, 2, 536, 2179, 278, 529]","[1070, 3071, 3072, 407, 4922, 2173, 2185, 4923, 4924, 142, 3, 38, 4925, 1070, 3071, 912, 3072, 407, 360, 38, 2, 536, 2179, 278, 529]","[3, 38, 4925, 1070, 3071, 912, 3072, 407, 360, 38, 2, 536, 2179, 278, 529]","[912, 3072, 407, 360, 38, 2, 536, 2179, 278, 529]"
국회 지선 출마 현역의원 사직서 처리 재보선 곳 종합 여야 국회 정상화 극적 합의 특검 추경 일 처리,0,"['국회', '출마', '현역', '의원', '사직서', '처리', '여야', '국회', '정상화', '극적', '합의', '특검', '추경', '처리']","[55, 537, 1319, 104, 764, 123, 118, 55, 164, 1658, 100, 42, 628, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[55, 537, 1319, 104, 764, 123, 118, 55, 164, 1658, 100, 42, 628, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[100, 42, 628, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
