"행정구역별(시군구)","성별","연령별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구광역시","여자","15~19세","자녀의 배우자","","10","17","9","X","X",
"대구광역시","여자","15~19세","가구주의 부모","","X","X","X","X","X",
"대구광역시","여자","15~19세","배우자의 부모","","X","X","X","X","X",
"대구광역시","여자","15~19세","손자녀, 그 배우자","","","","1466","1306","1272",
"대구광역시","여자","15~19세","친손자녀·그 배우자","","1374","1168","","","",
"대구광역시","여자","15~19세","외손자녀·그 배우자","","575","526","","","",
"대구광역시","여자","15~19세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","15~19세","조부모","","X","X","X","X","X",
"대구광역시","여자","15~19세","형제자매·그 배우자","","530","524","513","403","401",
"대구광역시","여자","15~19세","형제자매의 자녀·그 배우자","","347","332","288","231","227",
"대구광역시","여자","15~19세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","여자","15~19세","기타 친·인척","","34","44","28","30","32",
"대구광역시","여자","15~19세","기타 동거인","","93","86","76","52","81",
"대구광역시","여자","20~24세","일반가구원","","74307","72098","72766","68481","62142",
"대구광역시","여자","20~24세","가구주","","12369","13605","14499","14524","14116",
"대구광역시","여자","20~24세","가구주의 배우자","","1024","936","871","674","526",
"대구광역시","여자","20~24세","자녀","","56395","53172","53082","49114","43850",
"대구광역시","여자","20~24세","자녀의 배우자","","233","201","145","95","72",
"대구광역시","여자","20~24세","가구주의 부모","","X","X","X","X","X",
"대구광역시","여자","20~24세","배우자의 부모","","X","X","X","X","X",
"대구광역시","여자","20~24세","손자녀, 그 배우자","","","","1508","1370","1216",
"대구광역시","여자","20~24세","친손자녀·그 배우자","","1145","1141","","","",
"대구광역시","여자","20~24세","외손자녀·그 배우자","","432","433","","","",
"대구광역시","여자","20~24세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","20~24세","조부모","","X","X","X","X","X",
"대구광역시","여자","20~24세","형제자매·그 배우자","","1599","1514","1585","1574","1311",
"대구광역시","여자","20~24세","형제자매의 자녀·그 배우자","","597","563","525","485","425",
"대구광역시","여자","20~24세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","여자","20~24세","기타 친·인척","","119","103","80","88","70",
"대구광역시","여자","20~24세","기타 동거인","","394","429","471","557","555",
"대구광역시","여자","25~29세","일반가구원","","69965","71034","72480","72562","71252",
"대구광역시","여자","25~29세","가구주","","15607","17331","19898","21931","22405",
"대구광역시","여자","25~29세","가구주의 배우자","","9631","9015","8245","7074","5942",
"대구광역시","여자","25~29세","자녀","","40001","39902","39530","38466","37714",
"대구광역시","여자","25~29세","자녀의 배우자","","557","475","343","270","255",
"대구광역시","여자","25~29세","가구주의 부모","","X","X","X","X","X",
"대구광역시","여자","25~29세","배우자의 부모","","X","X","X","X","X",
"대구광역시","여자","25~29세","손자녀, 그 배우자","","","","778","798","815",
"대구광역시","여자","25~29세","친손자녀·그 배우자","","557","530","","","",
"대구광역시","여자","25~29세","외손자녀·그 배우자","","259","301","","","",
"대구광역시","여자","25~29세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","25~29세","조부모","","X","X","X","X","X",
"대구광역시","여자","25~29세","형제자매·그 배우자","","1682","1711","1789","1921","1870",
"대구광역시","여자","25~29세","형제자매의 자녀·그 배우자","","686","695","632","681","667",
"대구광역시","여자","25~29세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","여자","25~29세","기타 친·인척","","131","148","152","152","141",
"대구광역시","여자","25~29세","기타 동거인","","853","925","1113","1269","1443",
"대구광역시","여자","30~34세","일반가구원","","63612","62014","61598","61840","63607",
"대구광역시","여자","30~34세","가구주","","15149","15266","16397","18499","19903",
"대구광역시","여자","30~34세","가구주의 배우자","","27940","26190","24959","23157","21986",
"대구광역시","여자","30~34세","자녀","","17110","17145","16896","16606","17749",
"대구광역시","여자","30~34세","자녀의 배우자","","1037","878","690","541","476",
"대구광역시","여자","30~34세","가구주의 부모","","X","X","X","X","X",
"대구광역시","여자","30~34세","배우자의 부모","","X","X","X","X","X",
"대구광역시","여자","30~34세","손자녀, 그 배우자","","","","235","237","273",
"대구광역시","여자","30~34세","친손자녀·그 배우자","","168","171","","","",
"대구광역시","여자","30~34세","외손자녀·그 배우자","","63","70","","","",
"대구광역시","여자","30~34세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","30~34세","조부모","","X","X","X","X","X",
"대구광역시","여자","30~34세","형제자매·그 배우자","","1263","1229","1195","1280","1307",
"대구광역시","여자","30~34세","형제자매의 자녀·그 배우자","","276","299","299","379","436",
"대구광역시","여자","30~34세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","여자","30~34세","기타 친·인척","","62","74","75","93","116",
"대구광역시","여자","30~34세","기타 동거인","","541","688","851","1045","1359",
"대구광역시","여자","35~39세","일반가구원","","88261","83734","77516","71691","66320",
"대구광역시","여자","35~39세","가구주","","22246","21687","21099","20660","19504",
"대구광역시","여자","35~39세","가구주의 배우자","","50960","47533","43438","39146","35484",
"대구광역시","여자","35~39세","자녀","","11333","11005","9967","9065","8703",
"대구광역시","여자","35~39세","자녀의 배우자","","1339","1167","876","737","636",
"대구광역시","여자","35~39세","가구주의 부모","","X","X","X","X","X",
"대구광역시","여자","35~39세","배우자의 부모","","X","X","X","X","X",
"대구광역시","여자","35~39세","손자녀, 그 배우자","","","","65","63","71",
"대구광역시","여자","35~39세","친손자녀·그 배우자","","46","58","","","",
"대구광역시","여자","35~39세","외손자녀·그 배우자","","17","17","","","",
"대구광역시","여자","35~39세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","35~39세","조부모","","X","X","X","X","X",
"대구광역시","여자","35~39세","형제자매·그 배우자","","1695","1578","1336","1190","1024",
"대구광역시","여자","35~39세","형제자매의 자녀·그 배우자","","143","158","163","176","188",
"대구광역시","여자","35~39세","부모의 형제자매·그 배우자","","X","5","6","X","X",
"대구광역시","여자","35~39세","기타 친·인척","","68","71","70","82","71",
"대구광역시","여자","35~39세","기타 동거인","","410","455","495","570","638",
"대구광역시","여자","40~44세","일반가구원","","90061","86980","86540","86922","87460",
"대구광역시","여자","40~44세","가구주","","24347","24053","24875","26184","26794",
"대구광역시","여자","40~44세","가구주의 배우자","","56458","53716","52548","51475","50937",
"대구광역시","여자","40~44세","자녀","","5913","6096","6262","6405","6816",
"대구광역시","여자","40~44세","자녀의 배우자","","1204","1023","848","725","710",
"대구광역시","여자","40~44세","가구주의 부모","","32","28","31","37","23",
"대구광역시","여자","40~44세","배우자의 부모","","X","X","X","X","X",
"대구광역시","여자","40~44세","손자녀, 그 배우자","","","","18","19","17",
"대구광역시","여자","40~44세","친손자녀·그 배우자","","16","12","","","",
"대구광역시","여자","40~44세","외손자녀·그 배우자","","6","8","","","",
"대구광역시","여자","40~44세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","40~44세","조부모","","X","X","X","X","X",
"대구광역시","여자","40~44세","형제자매·그 배우자","","1624","1555","1418","1422","1426",
"대구광역시","여자","40~44세","형제자매의 자녀·그 배우자","","65","72","72","101","120",
"대구광역시","여자","40~44세","부모의 형제자매·그 배우자","","14","13","15","15","13",
"대구광역시","여자","40~44세","기타 친·인척","","45","47","48","54","62",
"대구광역시","여자","40~44세","기타 동거인","","335","357","404","485","542",
"대구광역시","여자","45~49세","일반가구원","","110209","107167","103072","97067","93007",
"대구광역시","여자","45~49세","가구주","","32872","32221","31834","30959","29712",
"대구광역시","여자","45~49세","가구주의 배우자","","69764","67104","63797","58948","56082",
"대구광역시","여자","45~49세","자녀","","3849","4108","4055","3966","4118",
"대구광역시","여자","45~49세","자녀의 배우자","","1050","1027","831","757","694",
"대구광역시","여자","45~49세","가구주의 부모","","481","428","419","359","319",
"대구광역시","여자","45~49세","배우자의 부모","","9","10","6","6","6",
"대구광역시","여자","45~49세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","45~49세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","45~49세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","45~49세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","45~49세","조부모","","X","X","X","X","X",
"대구광역시","여자","45~49세","형제자매·그 배우자","","1616","1662","1551","1467","1436",
"대구광역시","여자","45~49세","형제자매의 자녀·그 배우자","","27","42","39","42","45",
"대구광역시","여자","45~49세","부모의 형제자매·그 배우자","","43","45","43","44","41",
"대구광역시","여자","45~49세","기타 친·인척","","51","57","43","48","44",
"대구광역시","여자","45~49세","기타 동거인","","444","459","452","470","507",
"대구광역시","여자","50~54세","일반가구원","","106434","108322","108537","109929","108818",
"대구광역시","여자","50~54세","가구주","","33711","34635","35815","37104","37030",
"대구광역시","여자","50~54세","가구주의 배우자","","66930","67499","66669","66369","65131",
"대구광역시","여자","50~54세","자녀","","1502","1770","1930","2226","2489",
"대구광역시","여자","50~54세","자녀의 배우자","","680","694","590","576","582",
"대구광역시","여자","50~54세","가구주의 부모","","1728","1706","1645","1652","1535",
"대구광역시","여자","50~54세","배우자의 부모","","70","66","54","53","35",
"대구광역시","여자","50~54세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","50~54세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","50~54세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","50~54세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","50~54세","조부모","","X","X","X","X","X",
"대구광역시","여자","50~54세","형제자매·그 배우자","","1246","1273","1213","1264","1316",
"대구광역시","여자","50~54세","형제자매의 자녀·그 배우자","","14","13","13","17","23",
"대구광역시","여자","50~54세","부모의 형제자매·그 배우자","","64","72","62","78","73",
"대구광역시","여자","50~54세","기타 친·인척","","50","69","48","45","43",
"대구광역시","여자","50~54세","기타 동거인","","438","525","498","545","561",
"대구광역시","여자","55~59세","일반가구원","","109043","106971","104846","100565","100290",
"대구광역시","여자","55~59세","가구주","","35983","36035","36292","35606","35987",
"대구광역시","여자","55~59세","가구주의 배우자","","66172","64377","62429","58806","58225",
"대구광역시","여자","55~59세","자녀","","742","757","764","808","922",
"대구광역시","여자","55~59세","자녀의 배우자","","426","399","350","315","340",
"대구광역시","여자","55~59세","가구주의 부모","","3579","3341","3130","3114","2913",
"대구광역시","여자","55~59세","배우자의 부모","","463","391","281","211","186",
"대구광역시","여자","55~59세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","55~59세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","55~59세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","55~59세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","55~59세","조부모","","X","X","X","X","X",
"대구광역시","여자","55~59세","형제자매·그 배우자","","1059","1025","939","965","1017",
"대구광역시","여자","55~59세","형제자매의 자녀·그 배우자","","14","17","13","13","7",
"대구광역시","여자","55~59세","부모의 형제자매·그 배우자","","94","101","95","98","101",
"대구광역시","여자","55~59세","기타 친·인척","","52","53","55","50","42",
"대구광역시","여자","55~59세","기타 동거인","","459","475","497","579","550",
"대구광역시","여자","60~64세","일반가구원","","84839","90298","94391","99654","101660",
"대구광역시","여자","60~64세","가구주","","29603","32005","34271","37113","38609",
"대구광역시","여자","60~64세","가구주의 배우자","","48072","50916","53287","55407","56084",
"대구광역시","여자","60~64세","자녀","","265","286","293","339","376",
"대구광역시","여자","60~64세","자녀의 배우자","","145","158","129","154","150",
"대구광역시","여자","60~64세","가구주의 부모","","4615","4710","4432","4606","4423",
"대구광역시","여자","60~64세","배우자의 부모","","864","826","636","562","507",
"대구광역시","여자","60~64세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","60~64세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","60~64세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","60~64세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","60~64세","조부모","","10","X","X","5","X",
"대구광역시","여자","60~64세","형제자매·그 배우자","","728","767","749","803","806",
"대구광역시","여자","60~64세","형제자매의 자녀·그 배우자","","6","10","11","10","9",
"대구광역시","여자","60~64세","부모의 형제자매·그 배우자","","74","89","88","101","118",
"대구광역시","여자","60~64세","기타 친·인척","","63","66","56","59","48",
"대구광역시","여자","60~64세","기타 동거인","","394","462","438","495","527",
"대구광역시","여자","65~69세","일반가구원","","64474","65672","71367","76209","78780",
"대구광역시","여자","65~69세","가구주","","23326","24113","26957","29500","31126",
"대구광역시","여자","65~69세","가구주의 배우자","","33398","34041","37064","39077","40293",
"대구광역시","여자","65~69세","자녀","","56","76","84","113","133",
"대구광역시","여자","65~69세","자녀의 배우자","","49","62","55","53","53",
"대구광역시","여자","65~69세","가구주의 부모","","5506","5228","5055","5192","4882",
"대구광역시","여자","65~69세","배우자의 부모","","1042","942","866","809","738",
"대구광역시","여자","65~69세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","65~69세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","65~69세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","65~69세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","65~69세","조부모","","27","22","19","30","24",
"대구광역시","여자","65~69세","형제자매·그 배우자","","467","484","541","579","660",
"대구광역시","여자","65~69세","형제자매의 자녀·그 배우자","","X","X","X","X","6",
"대구광역시","여자","65~69세","부모의 형제자매·그 배우자","","62","72","66","102","109",
"대구광역시","여자","65~69세","기타 친·인척","","56","56","58","52","59",
"대구광역시","여자","65~69세","기타 동거인","","482","575","600","699","697",
"대구광역시","여자","70~74세","일반가구원","","46925","49593","52393","55852","59159",
"대구광역시","여자","70~74세","가구주","","19016","20165","21837","23625","25393",
"대구광역시","여자","70~74세","가구주의 배우자","","20240","21818","23275","24764","26436",
"대구광역시","여자","70~74세","자녀","","16","25","26","21","25",
"대구광역시","여자","70~74세","자녀의 배우자","","6","5","7","8","12",
"대구광역시","여자","70~74세","가구주의 부모","","5814","5672","5469","5520","5414",
"대구광역시","여자","70~74세","배우자의 부모","","1044","1008","907","923","883",
"대구광역시","여자","70~74세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","70~74세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","70~74세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","70~74세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","70~74세","조부모","","135","116","110","124","104",
"대구광역시","여자","70~74세","형제자매·그 배우자","","196","221","219","232","269",
"대구광역시","여자","70~74세","형제자매의 자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","70~74세","부모의 형제자매·그 배우자","","46","48","43","57","61",
"대구광역시","여자","70~74세","기타 친·인척","","49","53","47","44","49",
"대구광역시","여자","70~74세","기타 동거인","","363","462","452","533","512",
"대구광역시","여자","75~79세","일반가구원","","42873","43476","42401","40639","41201",
"대구광역시","여자","75~79세","가구주","","19698","20087","19950","19461","19899",
"대구광역시","여자","75~79세","가구주의 배우자","","12905","13607","13663","13368","14094",
"대구광역시","여자","75~79세","자녀","","5","X","X","X","X",
"대구광역시","여자","75~79세","자녀의 배우자","","X","X","X","X","X",
"대구광역시","여자","75~79세","가구주의 부모","","7819","7429","6716","5953","5527",
"대구광역시","여자","75~79세","배우자의 부모","","1438","1326","1074","921","809",
"대구광역시","여자","75~79세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","75~79세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","75~79세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","75~79세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","75~79세","조부모","","355","321","374","348","293",
"대구광역시","여자","75~79세","형제자매·그 배우자","","116","120","122","119","115",
"대구광역시","여자","75~79세","형제자매의 자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","75~79세","부모의 형제자매·그 배우자","","25","28","27","27","33",
"대구광역시","여자","75~79세","기타 친·인척","","48","53","33","29","29",
"대구광역시","여자","75~79세","기타 동거인","","464","503","439","408","396",
"대구광역시","여자","80~84세","일반가구원","","26723","28464","29398","31038","33824",
"대구광역시","여자","80~84세","가구주","","13008","14254","15175","16402","18237",
"대구광역시","여자","80~84세","가구주의 배우자","","4491","5093","5578","6223","7048",
"대구광역시","여자","80~84세","자녀","","X","X","X","X","X",
"대구광역시","여자","80~84세","자녀의 배우자","","X","X","X","X","X",
"대구광역시","여자","80~84세","가구주의 부모","","7009","6855","6550","6314","6419",
"대구광역시","여자","80~84세","배우자의 부모","","1198","1220","1126","1030","1050",
"대구광역시","여자","80~84세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","80~84세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","80~84세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","80~84세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","80~84세","조부모","","571","507","507","568","539",
"대구광역시","여자","80~84세","형제자매·그 배우자","","52","57","58","68","75",
"대구광역시","여자","80~84세","형제자매의 자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","80~84세","부모의 형제자매·그 배우자","","25","23","15","15","18",
"대구광역시","여자","80~84세","기타 친·인척","","33","35","38","38","36",
"대구광역시","여자","80~84세","기타 동거인","","336","420","351","380","402",
"대구광역시","여자","85세이상","일반가구원","","15686","17414","18603","20426","22441",
"대구광역시","여자","85세이상","가구주","","7091","8143","9075","10453","11868",
"대구광역시","여자","85세이상","가구주의 배우자","","816","1036","1230","1431","1694",
"대구광역시","여자","85세이상","자녀","","X","X","X","X","X",
"대구광역시","여자","85세이상","자녀의 배우자","","X","X","X","X","X",
"대구광역시","여자","85세이상","가구주의 부모","","5700","5998","6145","6234","6448",
"대구광역시","여자","85세이상","배우자의 부모","","1130","1136","1131","1196","1244",
"대구광역시","여자","85세이상","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","85세이상","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","85세이상","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","85세이상","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","85세이상","조부모","","633","665","652","697","761",
"대구광역시","여자","85세이상","형제자매·그 배우자","","15","22","26","23","30",
"대구광역시","여자","85세이상","형제자매의 자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","85세이상","부모의 형제자매·그 배우자","","19","23","17","23","29",
"대구광역시","여자","85세이상","기타 친·인척","","36","35","43","45","41",
"대구광역시","여자","85세이상","기타 동거인","","246","356","284","324","326",
"대구광역시","여자","15~64세","일반가구원","","856958","845077","835041","817933","803005",
"대구광역시","여자","15~64세","가구주","","223495","228969","236595","243780","245545",
"대구광역시","여자","15~64세","가구주의 배우자","","396979","387314","376265","361063","350405",
"대구광역시","여자","15~64세","자녀","","192737","185844","182056","172984","167679",
"대구광역시","여자","15~64세","자녀의 배우자","","6681","6039","4811","4173","3916",
"대구광역시","여자","15~64세","가구주의 부모","","10438","10216","9658","9768","9214",
"대구광역시","여자","15~64세","배우자의 부모","","1408","1293","978","833","734",
"대구광역시","여자","15~64세","손자녀, 그 배우자","","","","4072","3794","3667",
"대구광역시","여자","15~64세","친손자녀·그 배우자","","3308","3083","","","",
"대구광역시","여자","15~64세","외손자녀·그 배우자","","1354","1356","","","",
"대구광역시","여자","15~64세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","15~64세","조부모","","10","X","X","5","X",
"대구광역시","여자","15~64세","형제자매·그 배우자","","13042","12838","12288","12289","11914",
"대구광역시","여자","15~64세","형제자매의 자녀·그 배우자","","2175","2201","2055","2135","2147",
"대구광역시","여자","15~64세","부모의 형제자매·그 배우자","","294","327","310","339","348",
"대구광역시","여자","15~64세","기타 친·인척","","675","732","655","701","669",
"대구광역시","여자","15~64세","기타 동거인","","4361","4861","5295","6067","6763",
"대구광역시","여자","65세이상","일반가구원","","196681","204619","214162","224164","235405",
"대구광역시","여자","65세이상","가구주","","82139","86762","92994","99441","106523",
"대구광역시","여자","65세이상","가구주의 배우자","","71850","75595","80810","84863","89565",
"대구광역시","여자","65세이상","자녀","","77","103","113","138","161",
"대구광역시","여자","65세이상","자녀의 배우자","","55","67","62","62","67",
"대구광역시","여자","65세이상","가구주의 부모","","31848","31182","29935","29213","28690",
"대구광역시","여자","65세이상","배우자의 부모","","5852","5632","5104","4879","4724",
"대구광역시","여자","65세이상","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","여자","65세이상","친손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","65세이상","외손자녀·그 배우자","","X","X","","","",
"대구광역시","여자","65세이상","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","여자","65세이상","조부모","","1721","1631","1662","1767","1721",
"대구광역시","여자","65세이상","형제자매·그 배우자","","846","904","966","1021","1149",
"대구광역시","여자","65세이상","형제자매의 자녀·그 배우자","","X","X","X","X","8",
"대구광역시","여자","65세이상","부모의 형제자매·그 배우자","","177","194","168","224","250",
"대구광역시","여자","65세이상","기타 친·인척","","222","232","219","208","214",
"대구광역시","여자","65세이상","기타 동거인","","1891","2316","2126","2344","2333",
"동부","계","합계","일반가구원","","2114475","2089499","2073985","2049728","2027188",
"동부","계","합계","가구주","","865410","872869","886446","897723","905786",
"동부","계","합계","가구주의 배우자","","463160","458193","454402","447187","442590",
"동부","계","합계","자녀","","646635","621763","604949","577250","554079",
"동부","계","합계","자녀의 배우자","","7928","7250","5812","5119","4883",
"동부","계","합계","가구주의 부모","","50465","49553","47191","46919","45379",
"동부","계","합계","배우자의 부모","","8593","8253","7191","6668","6357",
"동부","계","합계","손자녀, 그 배우자","","","","18283","16786","15940",
"동부","계","합계","친손자녀·그 배우자","","14706","13496","","","",
"동부","계","합계","외손자녀·그 배우자","","7098","7037","","","",
"동부","계","합계","증손자녀·그 배우자","","71","78","66","64","46",
"동부","계","합계","조부모","","1765","1678","1743","1894","1793",
"동부","계","합계","형제자매·그 배우자","","28799","28063","26918","26786","26276",
"동부","계","합계","형제자매의 자녀·그 배우자","","5770","5730","5371","5498","5406",
"동부","계","합계","부모의 형제자매·그 배우자","","890","932","877","1025","1052",
"동부","계","합계","기타 친·인척","","1828","1951","1768","1864","1791",
"동부","계","합계","기타 동거인","","11357","12653","12968","14945","15810",
"동부","계","15세미만","일반가구원","","258897","248187","239064","229130","219959",
"동부","계","15세미만","가구주","","X","5","X","5","X",
"동부","계","15세미만","가구주의 배우자","","X","X","X","X","X",
"동부","계","15세미만","자녀","","244618","234789","227457","218543","209969",
"동부","계","15세미만","자녀의 배우자","","X","X","X","X","X",
"동부","계","15세미만","가구주의 부모","","X","X","X","X","X",
"동부","계","15세미만","배우자의 부모","","X","X","X","X","X",
"동부","계","15세미만","손자녀, 그 배우자","","","","9971","8990","8458",
"동부","계","15세미만","친손자녀·그 배우자","","7781","7025","","","",
"동부","계","15세미만","외손자녀·그 배우자","","4554","4494","","","",
"동부","계","15세미만","증손자녀·그 배우자","","66","73","63","60","44",
"동부","계","15세미만","조부모","","X","X","X","X","X",
"동부","계","15세미만","형제자매·그 배우자","","158","168","162","142","139",
"동부","계","15세미만","형제자매의 자녀·그 배우자","","1289","1215","1058","1000","975",
"동부","계","15세미만","부모의 형제자매·그 배우자","","X","X","X","X","X",
"동부","계","15세미만","기타 친·인척","","219","224","194","204","217",
"동부","계","15세미만","기타 동거인","","209","194","155","186","155",
"동부","계","15~19세","일반가구원","","114887","106575","100042","92587","89059",
"동부","계","15~19세","가구주","","2796","3667","2754","2077","2529",
"동부","계","15~19세","가구주의 배우자","","29","30","21","5","8",
"동부","계","15~19세","자녀","","106284","97718","92711","86598","82810",
"동부","계","15~19세","자녀의 배우자","","10","15","9","X","X",
"동부","계","15~19세","가구주의 부모","","X","X","X","X","X",
"동부","계","15~19세","배우자의 부모","","X","X","X","X","X",
"동부","계","15~19세","손자녀, 그 배우자","","","","2899","2559","2426",
"동부","계","15~19세","친손자녀·그 배우자","","2744","2361","","","",
"동부","계","15~19세","외손자녀·그 배우자","","1080","990","","","",
"동부","계","15~19세","증손자녀·그 배우자","","5","X","X","X","X",
"동부","계","15~19세","조부모","","X","X","X","X","X",
"동부","계","15~19세","형제자매·그 배우자","","1091","1007","959","779","729",
"동부","계","15~19세","형제자매의 자녀·그 배우자","","618","568","511","426","377",
"동부","계","15~19세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"동부","계","15~19세","기타 친·인척","","76","73","46","47","49",
"동부","계","15~19세","기타 동거인","","154","142","130","91","128",
"동부","계","20~24세","일반가구원","","131013","127805","128541","122844","111405",
"동부","계","20~24세","가구주","","20994","23418","24015","24351","24413",
"동부","계","20~24세","가구주의 배우자","","860","803","740","576","451",
"동부","계","20~24세","자녀","","101078","95760","96190","90593","80066",
"동부","계","20~24세","자녀의 배우자","","220","186","137","90","70",
"동부","계","20~24세","가구주의 부모","","X","X","X","X","X",
"동부","계","20~24세","배우자의 부모","","X","X","X","X","X",
"동부","계","20~24세","손자녀, 그 배우자","","","","2817","2583","2293",
"동부","계","20~24세","친손자녀·그 배우자","","2216","2167","","","",
"동부","계","20~24세","외손자녀·그 배우자","","740","762","","","",
"동부","계","20~24세","증손자녀·그 배우자","","X","X","X","X","X",
"동부","계","20~24세","조부모","","X","X","X","X","X",
"동부","계","20~24세","형제자매·그 배우자","","3018","2858","2869","2811","2371",
"동부","계","20~24세","형제자매의 자녀·그 배우자","","1042","982","901","826","753",
"동부","계","20~24세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"동부","계","20~24세","기타 친·인척","","173","162","146","135","114",
"동부","계","20~24세","기타 동거인","","672","706","725","878","873",
"동부","계","25~29세","일반가구원","","137571","138772","141033","140342","135995",
"동부","계","25~29세","가구주","","33854","36506","40524","44018","43775",
"동부","계","25~29세","가구주의 배우자","","8293","7801","7199","6178","5242",
"동부","계","25~29세","자녀","","86469","85332","84099","80404","77415",
"동부","계","25~29세","자녀의 배우자","","548","460","335","278","249",
"동부","계","25~29세","가구주의 부모","","X","X","X","X","X",
"동부","계","25~29세","배우자의 부모","","X","X","X","X","X",
"동부","계","25~29세","손자녀, 그 배우자","","","","1770","1814","1838",
"동부","계","25~29세","친손자녀·그 배우자","","1331","1314","","","",
"동부","계","25~29세","외손자녀·그 배우자","","512","560","","","",
"동부","계","25~29세","증손자녀·그 배우자","","X","X","X","X","X",
"동부","계","25~29세","조부모","","X","X","X","X","X",
"동부","계","25~29세","형제자매·그 배우자","","3460","3495","3670","3780","3608",
"동부","계","25~29세","형제자매의 자녀·그 배우자","","1370","1394","1315","1403","1298",
"동부","계","25~29세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"동부","계","25~29세","기타 친·인척","","234","252","249","297","258",
"동부","계","25~29세","기타 동거인","","1498","1656","1871","2169","2312",
"동부","계","30~34세","일반가구원","","115594","113695","114038","114943","119092",
"동부","계","30~34세","가구주","","43514","43259","45320","48220","50605",
"동부","계","30~34세","가구주의 배우자","","24840","23174","22337","20913","20204",
"동부","계","30~34세","자녀","","41194","41249","40295","39076","40933",
"동부","계","30~34세","자녀의 배우자","","1117","949","757","608","539",
"동부","계","30~34세","가구주의 부모","","X","X","X","X","X",
"동부","계","30~34세","배우자의 부모","","X","X","X","X","X",
"동부","계","30~34세","손자녀, 그 배우자","","","","586","589","663",
"동부","계","30~34세","친손자녀·그 배우자","","450","443","","","",
"동부","계","30~34세","외손자녀·그 배우자","","157","174","","","",
"동부","계","30~34세","증손자녀·그 배우자","","X","X","X","X","X",
"동부","계","30~34세","조부모","","X","X","X","X","X",
"동부","계","30~34세","형제자매·그 배우자","","2483","2339","2387","2500","2618",
