사용일자,노선명,역명,승차총승객수,하차총승객수,승하차객수
20240706,분당선,한티,13077,12709,25786
20240706,분당선,도곡,5273,4709,9982
20240706,분당선,구룡,2835,2350,5185
20240706,분당선,개포동,3254,3169,6423
20240706,분당선,대모산입구,4206,3908,8114
20240706,분당선,수서,13597,14574,28171
20240706,분당선,복정,16,0,16
20240706,분당선,수원,7855,7263,15118
20240706,분당선,서울숲,9260,9198,18458
20240706,분당선,압구정로데오,18046,20666,38712
20240706,분당선,강남구청,5375,6557,11932
20240706,분당선,선정릉,3370,3362,6732
20240706,분당선,가천대,5464,5507,10971
20240706,분당선,태평,10662,10016,20678
20240706,분당선,모란,16212,16591,32803
20240706,분당선,야탑,18224,19317,37541
20240706,분당선,서현,19284,19338,38622
20240706,분당선,수내,8823,8417,17240
20240706,분당선,정자,10875,11086,21961
20240706,분당선,미금,10646,10880,21526
20240706,분당선,오리,8105,6851,14956
20240706,분당선,이매,4626,4455,9081
20240706,분당선,보정,1796,1660,3456
20240706,분당선,죽전,9776,10837,20613
20240706,분당선,구성,4916,5002,9918
20240706,분당선,신갈,3046,3041,6087
20240706,분당선,기흥,7331,6936,14267
20240706,분당선,상갈,4099,4085,8184
20240706,분당선,청명,3267,3172,6439
20240706,분당선,영통,7609,7370,14979
20240706,분당선,망포,10754,9634,20388
20240706,분당선,매탄권선,4143,3764,7907
20240706,분당선,수원시청,12709,14238,26947
20240706,분당선,매교,3583,3479,7062
20240706,서해선,김포공항,3096,3956,7052
20240706,서해선,원종,4233,4068,8301
20240706,서해선,부천종합운동장,1891,1454,3345
20240706,수인선,고색,3101,2983,6084
20240706,수인선,오목천,3144,2650,5794
20240706,수인선,어천,1375,1129,2504
20240706,수인선,야목,333,303,636
20240706,수인선,사리,4222,3453,7675
20240706,수인선,달월,49,47,96
20240706,수인선,월곶,2430,2230,4660
20240706,수인선,소래포구,4710,4670,9380
20240706,수인선,인천논현,4672,4794,9466
20240706,수인선,호구포,2685,2552,5237
20240706,수인선,남동인더스파크,952,919,1871
20240706,수인선,원인재,3720,3848,7568
20240706,수인선,연수,4402,4488,8890
20240706,수인선,송도,2028,1918,3946
20240706,수인선,인하대,4554,4218,8772
20240706,수인선,숭의,3014,2647,5661
20240706,수인선,신포,1485,1527,3012
20240706,수인선,인천,1017,1769,2786
20240706,신림선,샛강,1077,1374,2451
20240706,신림선,대방,2544,1799,4343
20240706,신림선,서울지방병무청,2092,2287,4379
20240706,신림선,보라매,2756,2516,5272
20240706,신림선,보라매공원,1495,1508,3003
20240706,신림선,보라매병원,3671,3717,7388
20240706,신림선,당곡,3706,3394,7100
20240706,신림선,신림,1619,2058,3677
20240706,신림선,서원,2790,2393,5183
20240706,신림선,서울대벤처타운,8068,7055,15123
20240706,신림선,관악산(서울대),2784,2893,5677
20240706,안산선,산본,13736,14471,28207
20240706,안산선,대야미,4124,3549,7673
20240706,안산선,반월,3644,3420,7064
20240706,안산선,상록수,12479,12491,24970
20240706,안산선,한대앞,7394,7415,14809
20240706,안산선,중앙,17302,18045,35347
20240706,안산선,고잔,6728,6627,13355
20240706,안산선,초지,3764,3825,7589
20240706,안산선,안산,10604,11588,22192
20240706,안산선,신길온천,1856,1664,3520
20240706,안산선,정왕,7648,7700,15348
20240706,안산선,오이도,7201,7208,14409
20240706,안산선,수리산,3036,2510,5546
20240706,우이신설선,북한산우이,3696,3909,7605
20240706,우이신설선,솔밭공원,2119,1889,4008
20240706,우이신설선,4.19민주묘지,2572,2284,4856
20240706,우이신설선,가오리,3589,3271,6860
20240706,우이신설선,화계,2789,2576,5365
20240706,우이신설선,삼양,1598,1703,3301
20240706,우이신설선,삼양사거리,2176,2099,4275
20240706,우이신설선,솔샘,4125,3676,7801
20240706,우이신설선,북한산보국문,5116,4256,9372
20240706,우이신설선,정릉,3821,3091,6912
20240706,우이신설선,성신여대입구(돈암),3229,3741,6970
20240706,우이신설선,보문,1350,1311,2661
20240706,우이신설선,신설동,1612,1539,3151
20240706,일산선,원흥,8164,7742,15906
20240706,일산선,지축,3,0,3
20240706,일산선,삼송,14896,14300,29196
20240706,일산선,원당,8549,8186,16735
20240706,일산선,화정,13824,14335,28159
20240706,일산선,대곡,2160,2043,4203
20240706,일산선,백석,8186,8405,16591
20240706,일산선,마두,5667,5618,11285
20240706,일산선,정발산,6794,7180,13974
20240706,일산선,주엽,7656,7601,15257
20240706,일산선,대화,13966,14103,28069
20240706,장항선,봉명,895,832,1727
20240706,장항선,쌍용(나사렛대),2061,1950,4011
20240706,장항선,아산,3854,3457,7311
20240706,장항선,탕정,1534,1398,2932
20240706,장항선,배방,1282,1226,2508
20240706,중앙선,구리,10605,10793,21398
20240706,중앙선,양원,2056,1975,4031
20240706,중앙선,망우,6775,6545,13320
20240706,중앙선,상봉,5031,4826,9857
20240706,중앙선,중랑,4521,4381,8902
20240706,중앙선,회기,20284,18555,38839
20240706,장항선,신창(순천향대),1124,1075,2199
20240706,장항선,온양온천,4709,4683,9392
20240706,중앙선,지평,51,64,115
20240706,중앙선,용문,1875,2192,4067
20240706,중앙선,원덕,348,373,721
20240706,중앙선,양평,3005,3224,6229
20240706,중앙선,오빈,271,311,582
20240706,중앙선,아신,470,495,965
20240706,중앙선,국수,582,606,1188
20240706,중앙선,신원,168,163,331
20240706,중앙선,양수,2293,2373,4666
20240706,중앙선,운길산,794,819,1613
20240706,중앙선,팔당,970,1009,1979
20240706,중앙선,도심,1643,1387,3030
20240706,중앙선,덕소,4470,4425,8895
20240706,중앙선,양정,491,412,903
20240706,중앙선,도농,7529,7152,14681
20240707,중앙선,양수,2688,2425,5113
20240707,중앙선,운길산,993,976,1969
20240707,중앙선,팔당,1141,1146,2287
20240707,중앙선,도심,1365,1178,2543
20240707,중앙선,덕소,3501,3452,6953
20240707,중앙선,양정,422,339,761
20240707,중앙선,도농,5898,5858,11756
20240707,중앙선,구리,7981,8243,16224
20240707,중앙선,양원,1671,1648,3319
20240707,중앙선,망우,5462,5528,10990
20240707,중앙선,상봉,4180,4219,8399
20240707,중앙선,중랑,3671,3496,7167
20240707,중앙선,회기,16148,16077,32225
20240707,장항선,신창(순천향대),935,1081,2016
20240707,장항선,온양온천,3433,3559,6992
20240707,장항선,배방,861,955,1816
20240707,장항선,탕정,950,1048,1998
20240707,장항선,아산,3642,2316,5958
20240707,장항선,쌍용(나사렛대),1302,1391,2693
20240707,장항선,봉명,563,548,1111
20240707,일산선,대화,12510,11373,23883
20240707,일산선,주엽,5947,5837,11784
20240707,일산선,정발산,5894,5756,11650
20240707,일산선,마두,4001,4012,8013
20240707,일산선,백석,6414,6222,12636
20240707,일산선,대곡,1824,1618,3442
20240707,일산선,화정,11526,11615,23141
20240707,일산선,원당,6641,6313,12954
20240707,일산선,삼송,11766,11804,23570
20240707,일산선,지축,1,0,1
20240707,일산선,원흥,6476,6282,12758
20240707,우이신설선,신설동,1608,1523,3131
20240707,우이신설선,보문,1145,1201,2346
20240707,우이신설선,성신여대입구(돈암),2765,3096,5861
20240707,우이신설선,정릉,3217,2754,5971
20240707,우이신설선,북한산보국문,4323,3892,8215
20240707,우이신설선,솔샘,3222,3122,6344
20240707,우이신설선,삼양사거리,1870,1753,3623
20240707,우이신설선,삼양,1363,1415,2778
20240707,우이신설선,화계,2666,2474,5140
20240707,우이신설선,가오리,2735,2640,5375
20240707,우이신설선,4.19민주묘지,2408,2120,4528
20240707,우이신설선,솔밭공원,1808,1765,3573
20240707,우이신설선,북한산우이,4268,4253,8521
20240707,안산선,수리산,2380,2149,4529
20240707,안산선,오이도,5732,5629,11361
20240707,안산선,정왕,6459,6868,13327
20240707,안산선,신길온천,1603,1370,2973
20240707,안산선,안산,11373,10332,21705
20240707,안산선,초지,2863,2778,5641
20240707,안산선,고잔,5487,5453,10940
20240707,안산선,중앙,12799,12954,25753
20240707,안산선,한대앞,5966,5828,11794
20240707,안산선,상록수,9499,9424,18923
20240707,안산선,반월,2747,2644,5391
20240707,안산선,대야미,3097,2868,5965
20240707,안산선,산본,10068,10611,20679
20240707,신림선,관악산(서울대),3865,4152,8017
20240707,신림선,서울대벤처타운,6469,6216,12685
20240707,신림선,서원,2121,2153,4274
20240707,신림선,신림,1461,1819,3280
20240707,신림선,당곡,2928,3043,5971
20240707,신림선,보라매병원,2633,2744,5377
20240707,신림선,보라매공원,1239,1331,2570
20240707,신림선,보라매,2396,2160,4556
20240707,신림선,서울지방병무청,1772,2093,3865
20240707,신림선,대방,1725,1459,3184
20240707,신림선,샛강,991,1137,2128
20240707,수인선,인천,996,1520,2516
20240707,수인선,신포,1266,1213,2479
20240707,수인선,숭의,2320,2197,4517
20240707,수인선,인하대,3510,3429,6939
20240707,수인선,송도,1634,1563,3197
20240707,수인선,연수,3757,3609,7366
20240707,수인선,원인재,2924,3020,5944
20240707,수인선,남동인더스파크,652,687,1339
20240707,수인선,호구포,2187,2237,4424
20240707,수인선,인천논현,3222,3379,6601
20240707,수인선,소래포구,3877,3686,7563
20240707,수인선,월곶,1906,1841,3747
20240707,수인선,달월,59,49,108
20240707,수인선,사리,3065,2634,5699
20240707,수인선,야목,272,223,495
20240707,수인선,어천,986,1131,2117
20240707,수인선,오목천,2098,2063,4161
20240707,수인선,고색,2129,2226,4355
20240707,서해선,부천종합운동장,1401,1160,2561
20240707,서해선,원종,3055,3127,6182
20240707,서해선,김포공항,2859,3384,6243
20240707,분당선,매교,2543,2634,5177
20240707,분당선,수원시청,8620,8534,17154
20240707,분당선,매탄권선,3074,2951,6025
20240707,분당선,망포,7018,7617,14635
20240707,분당선,영통,5656,5588,11244
20240707,분당선,청명,2398,2543,4941
20240707,분당선,상갈,2965,3143,6108
20240707,분당선,기흥,5410,5152,10562
20240707,분당선,신갈,2189,2310,4499
20240707,분당선,구성,3599,3766,7365
20240707,분당선,죽전,7783,8961,16744
20240707,분당선,보정,1263,1254,2517
20240707,분당선,이매,3731,3875,7606
20240707,분당선,오리,5723,4985,10708
20240707,분당선,미금,8234,8471,16705
20240707,분당선,정자,7869,8081,15950
20240707,분당선,수내,6380,6332,12712
20240707,분당선,서현,14804,14872,29676
20240707,분당선,야탑,14034,14288,28322
20240707,분당선,모란,11616,12160,23776
20240707,분당선,태평,8385,7770,16155
20240707,분당선,가천대,4494,4889,9383
20240707,분당선,선정릉,2140,2264,4404
20240707,분당선,강남구청,3197,3912,7109
20240707,분당선,압구정로데오,10675,11114,21789
20240707,분당선,서울숲,7483,7388,14871
20240707,분당선,수원,6254,5660,11914
20240707,분당선,복정,5,0,5
20240707,분당선,수서,10617,10769,21386
20240707,분당선,대모산입구,3048,3026,6074
20240707,분당선,개포동,2716,2747,5463
20240707,분당선,구룡,1964,2083,4047
20240707,분당선,도곡,3586,3558,7144
20240707,분당선,한티,9993,10135,20128
20240707,분당선,선릉,3199,4916,8115
20240707,과천선,범계,16606,16127,32733
20240707,과천선,평촌,6628,6447,13075
20240707,과천선,인덕원,13416,13702,27118
20240707,과천선,정부과천청사,5013,5113,10126
20240707,과천선,과천,4156,3880,8036
20240707,과천선,대공원,4148,4203,8351
20240707,과천선,경마공원,14576,14350,28926
20240707,과천선,선바위,4021,3446,7467
20240707,공항철도 1호선,영종,3295,3151,6446
20240707,공항철도 1호선,인천공항2터미널,6300,5766,12066
20240707,공항철도 1호선,인천공항1터미널,14574,14973,29547
20240707,공항철도 1호선,공항화물청사,997,1040,2037
20240707,공항철도 1호선,운서,7736,8421,16157
20240707,공항철도 1호선,청라국제도시,4259,4106,8365
20240707,공항철도 1호선,검암,3705,3823,7528
20240707,공항철도 1호선,계양,7451,7067,14518
20240707,공항철도 1호선,김포공항,8438,4579,13017
20240707,공항철도 1호선,마곡나루(서울식물원),3966,4357,8323
20240707,공항철도 1호선,디지털미디어시티,4041,4242,8283
20240707,공항철도 1호선,홍대입구,16318,14441,30759
20240707,공항철도 1호선,공덕,1825,2602,4427
20240707,공항철도 1호선,서울역,14204,12456,26660
20240707,경춘선,춘천,1750,1438,3188
20240707,경춘선,김유정,417,398,815
20240707,경춘선,강촌,832,504,1336
20240707,경춘선,백양리,114,71,185
20240707,경춘선,굴봉산,234,165,399
20240707,경춘선,가평,2994,2122,5116
20240707,경춘선,상천,513,397,910
20240707,경춘선,청평,2141,1718,3859
20240707,경춘선,대성리,1320,599,1919
20240707,경춘선,마석,2778,2671,5449
20240707,경춘선,천마산,1087,1027,2114
20240707,경춘선,평내호평,3588,3447,7035
20240707,경춘선,금곡,914,846,1760
20240707,경춘선,사릉,1273,1296,2569
20240707,경춘선,퇴계원,2109,1991,4100
20240707,경춘선,별내,2120,2019,4139
20240707,경춘선,갈매,1643,1411,3054
20240707,경춘선,신내,1374,1334,2708
20240707,경인선,도화,2594,2442,5036
20240707,경인선,중동,5658,5287,10945
20240707,경인선,온수(성공회대입구),4281,4014,8295
20240707,경인선,도원,1898,1962,3860
20240707,경인선,간석,3506,3423,6929
20240707,경인선,부개,5295,5027,10322
20240707,경인선,소사,5190,4908,10098
20240707,경인선,구일,3534,3548,7082
20240707,경인선,인천,4093,3361,7454
20240707,경인선,동인천,9835,9471,19306
20240707,경인선,제물포,5646,5535,11181
20240707,경인선,주안,12704,11006,23710
20240707,경인선,동암,10252,9983,20235
20240707,경인선,백운,4679,4676,9355
20240707,경인선,부평,23248,22808,46056
20240707,경인선,송내,13893,13630,27523
20240707,경인선,부천,23530,23275,46805
20240707,경인선,역곡,14648,14505,29153
20240707,경인선,오류동,7295,6979,14274
20240707,경인선,개봉,12577,12643,25220
20240707,경의선,운천,11,6,17
20240707,경의선,임진강,105,113,218
20240707,경의선,문산,4050,4494,8544
20240707,경의선,파주,798,821,1619
20240707,경의선,월롱,874,1236,2110
20240707,경의선,금촌,4638,5078,9716
20240707,경의선,금릉,3506,3395,6901
20240707,경의선,운정,4417,4314,8731
20240707,경의선,야당,6422,6409,12831
20240707,경의선,탄현,4854,4520,9374
20240707,경의선,일산,6319,5979,12298
20240707,경의선,풍산,4392,4215,8607
20240707,경의선,백마,4114,4123,8237
20240707,경의선,곡산,416,430,846
20240707,경의선,능곡,2913,2813,5726
20240707,경의선,행신,5100,4924,10024
20240707,경의선,강매,1660,1485,3145
20240707,경의선,한국항공대,984,1062,2046
20240707,경의선,수색,1331,1423,2754
20240707,경의선,디지털미디어시티,1727,1705,3432
20240707,경의선,가좌,3169,3281,6450
20240707,경의선,홍대입구,2510,3088,5598
20240707,경의선,서강대,1579,1474,3053
20240707,경의선,공덕,2616,1930,4546
20240707,경의선,효창공원앞,1523,1802,3325
20240707,경의선,신촌,345,434,779
20240707,경의선,서울역,1278,1227,2505
20240707,경원선,연천,1586,1598,3184
20240707,경원선,전곡,1278,1234,2512
20240707,경원선,청산,153,131,284
20240707,경원선,소요산,2937,2992,5929
20240707,경원선,동두천,1156,1282,2438
20240707,경원선,보산,1294,1620,2914
20240707,경원선,동두천중앙,2163,2116,4279
20240707,경원선,지행,4904,5125,10029
20240707,경원선,덕정,3969,4184,8153
20240707,경원선,덕계,3821,3433,7254
20240707,경원선,양주,5512,5296,10808
20240707,경원선,녹양,2875,2724,5599
20240707,경원선,가능,4167,4039,8206
20240707,경원선,의정부,15205,15034,30239
20240707,경원선,회룡,8601,8526,17127
20240707,경원선,망월사,4974,5020,9994
20240707,경원선,도봉산,9142,6448,15590
20240707,경원선,도봉,3820,3646,7466
20240707,경원선,방학,6714,6440,13154
20240707,경원선,창동,2,0,2
20240707,경원선,녹천,2680,2432,5112
20240707,경원선,월계,4041,3819,7860
20240707,경원선,광운대,4868,4865,9733
20240707,경원선,석계,4873,5314,10187
20240707,경원선,신이문,5058,4820,9878
20240707,경원선,외대앞,5236,5185,10421
20240707,경원선,청량리(서울시립대입구),16510,15032,31542
20240707,경원선,왕십리(성동구청),12205,12348,24553
20240707,경원선,응봉,1191,1083,2274
20240707,경원선,옥수,62,34,96
20240707,경원선,한남,1769,1760,3529
20240707,경원선,서빙고,2185,2286,4471
20240707,경원선,이촌(국립중앙박물관),2730,2321,5051
20240707,경부선,광명,3577,2511,6088
20240707,경부선,서동탄,859,903,1762
20240707,경부선,당정,3275,3191,6466
20240707,경부선,천안,6316,6211,12527
20240707,경부선,두정,5188,5785,10973
20240707,경부선,직산,685,801,1486
20240707,경부선,성환,2775,3068,5843
20240707,경부선,평택,12350,13074,25424
20240707,경부선,평택지제,3372,3037,6409
20240707,경부선,서정리,5493,7182,12675
20240707,경부선,송탄,3836,4418,8254
20240707,경부선,진위,1033,1073,2106
20240707,경부선,오산,8251,8770,17021
20240707,경부선,오산대,2378,2291,4669
20240707,경부선,세마,2090,1964,4054
20240707,경부선,병점,10135,11080,21215
20240707,경부선,세류,2332,2256,4588
20240707,경부선,독산,6817,6971,13788
20240707,경부선,수원,37404,36411,73815
20240707,경부선,화서,10234,9785,20019
20240707,경부선,성균관대,8880,9166,18046
20240707,경부선,의왕,4526,4554,9080
20240707,경부선,군포,3051,2998,6049
20240707,경부선,금정,15780,16185,31965
20240707,경부선,명학,3498,3371,6869
20240707,경부선,안양,14215,13715,27930
20240707,경부선,관악,5347,4969,10316
20240707,경부선,석수,5128,5040,10168
20240707,경부선,금천구청,6424,6266,12690
20240707,경부선,가산디지털단지,4992,6705,11697
20240707,경부선,구로,11125,11425,22550
20240707,경부선,신길,5097,4569,9666
20240707,경부선,신도림,2386,2904,5290
20240707,경부선,영등포,38753,36965,75718
20240707,경부선,대방,5388,6363,11751
20240707,경부선,노량진,5705,5583,11288
20240707,경부선,용산,43319,38541,81860
20240707,경부선,남영,5353,5821,11174
20240707,경부선,서울역,11049,3146,14195
20240707,경강선,성남,607,567,1174
20240707,경강선,여주,2716,2615,5331
20240707,경강선,세종대왕릉,327,281,608
20240707,경강선,부발,1701,2078,3779
20240707,경강선,이천,2515,2737,5252
20240707,경강선,신둔도예촌,1016,1013,2029
20240707,경강선,곤지암,1716,1853,3569
20240707,경강선,초월,1844,1799,3643
20240707,경강선,경기광주,4348,4529,8877
20240707,경강선,삼동,1146,1181,2327
20240707,경강선,이매,738,538,1276
20240707,경강선,판교,3197,2813,6010
20240707,9호선2~3단계,중앙보훈병원,4578,4359,8937
20240707,9호선2~3단계,둔촌오륜,827,874,1701
20240707,9호선2~3단계,올림픽공원(한국체대),4958,4955,9913
20240707,9호선2~3단계,한성백제,1787,1679,3466
20240707,9호선2~3단계,송파나루,3615,3810,7425
20240707,9호선2~3단계,석촌,5682,4938,10620
20240707,9호선2~3단계,석촌고분,3821,3956,7777
20240707,9호선2~3단계,삼전,4131,4176,8307
20240707,9호선2~3단계,종합운동장,4021,3335,7356
20240707,9호선2~3단계,봉은사,16184,17331,33515
20240707,9호선2~3단계,삼성중앙,2470,2400,4870
20240707,9호선2~3단계,선정릉,3370,3904,7274
20240707,9호선2~3단계,언주,4779,4777,9556
20240707,9호선,신논현,17868,17153,35021
20240707,9호선,사평,2251,2274,4525
20240707,9호선,고속터미널,13073,18925,31998
20240707,9호선,신반포,2577,2546,5123
20240707,9호선,구반포,361,401,762
20240707,9호선,동작(현충원),1172,1075,2247
20240707,9호선,흑석(중앙대입구),4412,4593,9005
20240707,9호선,노들,3059,2666,5725
20240707,9호선,노량진,15579,16411,31990
20240707,9호선,샛강,2350,2249,4599
20240707,9호선,여의도,12653,10879,23532
20240707,9호선,국회의사당,7031,6549,13580
20240707,9호선,당산,10282,10093,20375
20240707,9호선,선유도,3326,3272,6598
20240707,9호선,신목동,2205,2072,4277
20240707,9호선,염창,9459,9250,18709
20240707,9호선,등촌,5926,6127,12053
20240707,9호선,증미,2869,2914,5783
20240707,9호선,가양,13104,12459,25563
20240707,9호선,양천향교,4828,5175,10003
20240707,9호선,마곡나루(서울식물원),6707,6715,13422
20240707,9호선,신방화,4010,4252,8262
20240707,9호선,공항시장,1945,2202,4147
20240707,9호선,김포공항,6209,9828,16037
20240707,9호선,개화,1275,1114,2389
20240707,8호선,남위례,3562,3580,7142
20240707,8호선,모란,2857,2388,5245
20240707,8호선,수진,3755,3585,7340
20240707,8호선,신흥,3367,3440,6807
20240707,8호선,단대오거리,6084,5949,12033
20240707,8호선,남한산성입구(성남법원.검찰청),6898,6156,13054
20240707,8호선,산성,3487,3715,7202
20240707,8호선,복정,5339,4930,10269
20240707,8호선,장지,9760,9270,19030
20240707,8호선,문정,6804,6974,13778
20240707,8호선,가락시장,3517,4355,7872
20240707,8호선,송파,5044,5345,10389
20240707,8호선,석촌,4589,5797,10386
20240707,8호선,잠실(송파구청),13270,13862,27132
20240707,8호선,몽촌토성(평화의문),3757,3826,7583
20240707,8호선,강동구청,5175,5370,10545
20240707,8호선,천호(풍납토성),9474,10591,20065
20240707,8호선,암사,9755,9307,19062
20240707,7호선,온수(성공회대입구),4423,4416,8839
20240707,7호선,천왕,5605,5525,11130
20240707,7호선,광명사거리,12495,12534,25029
20240707,7호선,철산,11040,11097,22137
20240707,7호선,가산디지털단지,10211,9426,19637
20240707,7호선,남구로,7035,7105,14140
20240707,7호선,대림(구로구청),9440,8790,18230
20240707,7호선,신풍,6667,6323,12990
20240707,7호선,보라매,4055,4305,8360
20240707,7호선,신대방삼거리,8409,8261,16670
20240707,7호선,장승배기,5130,5247,10377
20240707,7호선,상도,6335,6262,12597
20240707,7호선,숭실대입구(살피재),6559,6722,13281
20240707,7호선,남성,6640,6745,13385
20240707,7호선,이수,9669,9365,19034
20240707,7호선,내방,5759,5929,11688
20240707,7호선,고속터미널,14330,9739,24069
20240707,7호선,반포,3642,3487,7129
20240707,7호선,논현,6111,6583,12694
20240707,7호선,학동,7373,7718,15091
20240707,7호선,강남구청,5589,6124,11713
20240707,7호선,청담,7075,7626,14701
20240707,7호선,자양(뚝섬한강공원),7288,7090,14378
20240707,7호선,건대입구,8398,8629,17027
20240707,7호선,어린이대공원(세종대),8440,8553,16993
20240707,7호선,군자(능동),9159,7010,16169
20240707,7호선,중곡,5736,5518,11254
20240707,7호선,용마산(용마폭포공원),3469,3763,7232
20240707,7호선,사가정,9465,9267,18732
20240707,7호선,면목,8250,8106,16356
20240707,7호선,상봉,11013,10370,21383
20240707,7호선,중화,6098,5908,12006
20240707,7호선,먹골,6102,5992,12094
20240707,7호선,태릉입구,5565,5194,10759
20240707,7호선,공릉(서울과학기술대),7172,7251,14423
20240707,7호선,하계,10197,9660,19857
20240707,7호선,중계,8171,7778,15949
20240707,7호선,노원,15574,15797,31371
20240707,7호선,마들,6578,6239,12817
20240707,7호선,수락산,8526,8359,16885
20240707,7호선,도봉산,5581,7970,13551
20240707,7호선,장암,1757,1247,3004
20240707,6호선,신내,1,0,1
20240707,6호선,봉화산(서울의료원),4521,4535,9056
20240707,6호선,화랑대(서울여대입구),6260,5379,11639
20240707,6호선,태릉입구,3598,3873,7471
20240707,6호선,석계,6981,7332,14313
20240707,6호선,돌곶이,6643,6373,13016
20240707,6호선,상월곡(한국과학기술연구원),3692,3466,7158
20240707,6호선,월곡(동덕여대),5843,5783,11626
20240707,6호선,고려대(종암),4263,4310,8573
20240707,6호선,안암(고대병원앞),5529,5848,11377
20240707,6호선,보문,4649,4516,9165
20240707,6호선,창신,1957,1765,3722
20240707,6호선,동묘앞,7691,7554,15245
20240707,6호선,신당,5144,5598,10742
20240707,6호선,청구,2030,1854,3884
20240707,6호선,약수,2016,1987,4003
20240707,6호선,버티고개,1121,1240,2361
20240707,6호선,한강진,8717,9553,18270
20240707,6호선,이태원,10807,9238,20045
20240707,6호선,녹사평(용산구청),4066,4073,8139
20240707,6호선,삼각지,5257,4470,9727
20240707,6호선,효창공원앞,3750,3325,7075
20240707,6호선,공덕,8121,8048,16169
20240707,6호선,대흥(서강대앞),4488,4756,9244
20240707,6호선,광흥창(서강),4923,4750,9673
20240707,6호선,상수,8053,8411,16464
20240707,6호선,합정,10545,9846,20391
20240707,6호선,망원,10913,11533,22446
20240707,6호선,마포구청,7510,7285,14795
20240707,6호선,월드컵경기장(성산),4177,4136,8313
20240707,6호선,디지털미디어시티,6194,6668,12862
20240707,6호선,증산(명지대앞),5937,6002,11939
20240707,6호선,새절(신사),7160,6886,14046
20240707,6호선,구산,4743,3857,8600
20240707,6호선,연신내,1,0,1
20240707,6호선,독바위,1616,2018,3634
20240707,6호선,불광,3543,3057,6600
20240707,6호선,역촌,2230,2601,4831
20240707,6호선,응암,10384,10534,20918
20240707,5호선,하남검단산,5382,5454,10836
20240707,5호선,하남시청(덕풍·신장),5078,4851,9929
20240707,5호선,하남풍산,3064,2887,5951
20240707,5호선,미사,10841,11102,21943
20240707,5호선,강일,3590,3253,6843
20240707,5호선,마천,4107,4174,8281
20240707,5호선,거여,5021,4979,10000
20240707,5호선,개롱,3366,3618,6984
20240707,5호선,오금,1885,1808,3693
20240707,5호선,방이,4494,4316,8810
20240707,5호선,올림픽공원(한국체대),3107,2770,5877
20240707,5호선,둔촌동,5463,5461,10924
20240707,5호선,상일동,7487,7560,15047
20240707,5호선,고덕,5226,5252,10478
20240707,5호선,명일,5997,6132,12129
20240707,5호선,굽은다리(강동구민회관앞),6442,6090,12532
20240707,5호선,길동,5029,4911,9940
20240707,5호선,강동,10122,10574,20696
20240707,5호선,천호(풍납토성),14553,13437,27990
20240707,5호선,광나루(장신대),9698,9488,19186
20240707,5호선,아차산(어린이대공원후문),10673,10459,21132
20240707,5호선,군자(능동),6740,7727,14467
20240707,5호선,장한평,9235,9182,18417
20240707,5호선,답십리,8386,7682,16068
20240707,5호선,마장,3126,2958,6084
20240707,5호선,왕십리(성동구청),2755,3449,6204
20240707,5호선,행당,4260,3932,8192
20240707,5호선,신금호,3349,3641,6990
20240707,5호선,청구,1955,2040,3995
20240707,5호선,동대문역사문화공원(DDP),1216,1463,2679
20240707,5호선,을지로4가,2015,2212,4227
20240707,5호선,종로3가,10717,9915,20632
20240707,5호선,광화문(세종문화회관),13666,13768,27434
20240707,5호선,서대문,5644,5643,11287
20240707,5호선,충정로(경기대입구),1692,1719,3411
20240707,5호선,애오개,3015,3131,6146
20240707,5호선,공덕,5359,5600,10959
20240707,5호선,마포,5367,5526,10893
20240707,5호선,여의나루,7863,9910,17773
20240707,5호선,여의도,11511,10840,22351
20240707,5호선,신길,2697,2854,5551
20240707,5호선,영등포시장,6510,7045,13555
20240707,5호선,영등포구청,1882,1763,3645
20240707,5호선,양평,3072,3154,6226
20240707,5호선,오목교(목동운동장앞),12376,12425,24801
20240707,5호선,목동,8431,8918,17349
20240707,5호선,신정(은행정),6783,6125,12908
20240707,5호선,까치산,16255,15878,32133
20240707,5호선,화곡,15410,14456,29866
20240707,5호선,우장산,7624,7973,15597
20240707,5호선,발산,11091,11564,22655
20240707,5호선,마곡,4541,4709,9250
20240707,5호선,송정,3908,3831,7739
20240707,5호선,김포공항,9371,6973,16344
20240707,5호선,개화산,3166,3171,6337
20240707,5호선,방화,4223,4194,8417
20240707,4호선,남태령,928,702,1630
20240707,4호선,사당,17013,16549,33562
20240707,4호선,총신대입구(이수),11757,12646,24403
20240707,4호선,동작(현충원),1065,1071,2136
20240707,4호선,이촌(국립중앙박물관),6883,7325,14208
20240707,4호선,신용산,12581,13395,25976
20240707,4호선,삼각지,4650,5732,10382
20240707,4호선,숙대입구(갈월),9532,8810,18342
20240707,4호선,서울역,6109,16108,22217
20240707,4호선,회현(남대문시장),11125,10961,22086
20240707,4호선,명동,26145,28247,54392
20240707,4호선,충무로,11913,12249,24162
20240707,4호선,동대문역사문화공원(DDP),13631,12306,25937
20240707,4호선,동대문,9447,10440,19887
20240707,4호선,혜화,26812,27298,54110
20240707,4호선,한성대입구(삼선교),8746,8962,17708
20240707,4호선,성신여대입구(돈암),14268,14032,28300
20240707,4호선,길음,11827,11749,23576
20240707,4호선,미아사거리,17312,16785,34097
20240707,4호선,미아(서울사이버대학),8843,8511,17354
20240707,4호선,수유(강북구청),22142,21010,43152
