,key,value
1650,많습니다,1650
1651,있지,1651
1652,외과,1652
1653,지르고,1653
1654,복지사,1654
1655,들었어요,1655
1656,않는것,1656
1657,씨익,1657
1658,웃는데,1658
1659,하실건,1659
1660,받아들이나요,1660
1661,질,1661
1662,지난,1662
1663,주일,1663
1664,있는게,1664
1665,헥,1665
1666,가보,1666
1667,아무렇지도,1667
1668,지능,1668
1669,가위,1669
1670,학업,1670
1671,요원,1671
1672,되었는데,1672
1673,울렁거리고,1673
1674,아닙니다,1674
1675,될까봐,1675
1676,물질,1676
1677,진전,1677
1678,민,1678
1679,그날,1679
1680,아닌가,1680
1681,하루하루,1681
1682,너무나,1682
1683,보시,1683
1684,상의,1684
1685,어려울까,1685
1686,기전,1686
1687,힘들어,1687
1688,받았지만,1688
1689,바랍니다,1689
1690,급하게,1690
1691,먹으니까,1691
1692,들어가,1692
1693,좋겠고,1693
1694,병력,1694
1695,연속,1695
1696,받는다고,1696
1697,안되서,1697
1698,대부분,1698
1699,드는지,1699
1700,귀,1700
1701,봐서,1701
1702,금,1702
1703,안보,1703
1704,없다,1704
1705,갈수있나요,1705
1706,한적,1706
1707,증인,1707
1708,비타민,1708
1709,양제,1709
1710,정보,1710
1711,금정역,1711
1712,다름이,1712
1713,앉아서,1713
1714,풀,1714
1715,상대방,1715
1716,왔습니다,1716
1717,고소,1717
1718,하실,1718
1719,빠르게,1719
1720,가는것도,1720
1721,타서,1721
1722,갑니다,1722
1723,집착,1723
1724,하시는,1724
1725,까진,1725
1726,지식인,1726
1727,성향,1727
1728,매달,1728
1729,악,1729
1730,하고있습니다,1730
1731,용,1731
1732,둘다,1732
1733,중복,1733
1734,되었고,1734
1735,미루고,1735
1736,자퇴,1736
1737,급해요,1737
1738,엘,1738
1739,끝냈습니다,1739
1740,극단,1740
1741,구체,1741
1742,어서,1742
1743,가능성,1743
1744,엊그제,1744
1745,빠지고,1745
1746,에게는,1746
1747,차마,1747
1748,나올,1748
1749,했더니,1749
1750,제일,1750
1751,죽고싶단,1751
1752,아니라고,1752
1753,환각,1753
1754,증가,1754
1755,있던데,1755
1756,싶네요,1756
1757,다르게,1757
1758,지나야,1758
1759,광고,1759
1760,자면,1760
1761,일로,1761
1762,같지,1762
1763,파는,1763
1764,자율신경,1764
1765,조증,1765
1766,생활기록부,1766
1767,필요하다고,1767
1768,받기,1768
1769,사이트,1769
1770,애초,1770
1771,찾기,1771
1772,섭취,1772
1773,보험금,1773
1774,부,1774
1775,휴학,1775
1776,확신,1776
1777,터,1777
1778,한다는,1778
1779,분명,1779
1780,아는데,1780
1781,ㅎㅎ,1781
1782,보험료,1782
1783,뜻,1783
1784,좋고,1784
1785,맞나,1785
1786,안좋고,1786
1787,않았습니다,1787
1788,제로,1788
1789,어딜,1789
1790,싶지,1790
1791,확,1791
1792,정서,1792
1793,할만,1793
1794,핑계,1794
1795,키,1795
1796,아무래도,1796
1797,하나님,1797
1798,명상,1798
1799,죽을거,1799
1800,에게도,1800
1801,모습,1801
1802,설문,1802
1803,몇몇,1803
1804,발생,1804
1805,피로,1805
1806,쉬,1806
1807,저만,1807
1808,가능할,1808
1809,만날,1809
1810,용기,1810
1811,약한,1811
1812,했었습니다,1812
1813,할까봐,1813
1814,보단,1814
1815,됐지만,1815
1816,만나는,1816
1817,어디서,1817
1818,올립니다,1818
1819,망상,1819
1820,이사,1820
1821,대구,1821
1822,자는,1822
1823,마세요,1823
1824,하세요,1824
1825,레바,1825
1826,있나,1826
1827,싶을,1827
1828,변경,1828
1829,불구,1829
1830,땜,1830
1831,그럴,1831
1832,뇌파,1832
1833,치를,1833
1834,초등,1834
1835,잡고,1835
1836,병행,1836
1837,근육,1837
1838,있었고,1838
1839,이용,1839
1840,같은걸,1840
1841,요구,1841
1842,들을,1842
1843,매우,1843
1844,충격,1844
1845,없이는,1845
1846,인가,1846
1847,부어,1847
1848,어떨까,1848
1849,자세한,1849
1850,끝나고,1850
1851,없다는,1851
1852,버리고,1852
1853,웃긴,1853
1854,들어도,1854
1855,인것,1855
1856,해줄,1856
1857,다녔던,1857
1858,절반,1858
1859,재수,1859
1860,짜증,1860
1861,내는,1861
1862,뚜,1862
1863,두두,1863
1864,개선,1864
1865,ㅈㅎ,1865
1866,확실한,1866
1867,피해망상,1867
1868,잇는,1868
1869,알아보니,1869
1870,빼고,1870
1871,장기간,1871
1872,있다는데,1872
1873,가라,1873
1874,이네,1874
1875,가능한지,1875
1876,알고있는데,1876
1877,되겠죠,1877
1878,짧게,1878
1879,진로,1879
1880,대하,1880
1881,같은건,1881
1882,만나서,1882
1883,엑스,1883
1884,수능,1884
1885,않는,1885
1886,확실히,1886
1887,다녀야,1887
1888,하기엔,1888
1889,수입,1889
1890,외국,1890
1891,있는지도,1891
1892,하실까봐,1892
1893,인격장애,1893
1894,마시면,1894
1895,마시고,1895
1896,일주,1896
1897,헌혈,1897
1898,아니에요,1898
1899,과로,1899
1900,급여,1900
1901,걔네,1901
1902,공무원,1902
1903,그러다,1903
1904,해야하는,1904
1905,시점,1905
1906,다니,1906
1907,나와요,1907
1908,나오면,1908
1909,이든,1909
1910,먹었던,1910
1911,학대,1911
1912,월급,1912
1913,궁금해서,1913
1914,발표,1914
1915,편입,1915
1916,조종,1916
1917,만에,1917
1918,좋다고,1918
1919,과목,1919
1920,자폐,1920
1921,자극,1921
1922,가볼까,1922
1923,맞는지,1923
1924,체력,1924
1925,영상,1925
1926,먹었었는데,1926
1927,부족,1927
1928,쓴,1928
1929,왔다,1929
1930,되긴,1930
1931,주마,1931
1932,될것,1932
1933,폭행,1933
1934,겹,1934
1935,냐,1935
1936,창문,1936
1937,하고싶어요,1937
1938,좋아하는,1938
1939,비슷한,1939
1940,느껴져서,1940
1941,손해,1941
1942,새벽,1942
1943,심해지는,1943
1944,멍하고,1944
1945,폭력,1945
1946,병결,1946
1947,취미,1947
1948,게임,1948
1949,봐야,1949
1950,대면,1950
1951,전역,1951
1952,모르겠어서,1952
1953,인간,1953
1954,였는데,1954
1955,제외,1955
1956,받았을,1956
1957,있는거,1957
1958,나왔어요,1958
1959,위염,1959
1960,그대,1960
1961,로고,1961
1962,풀리거나,1962
1963,월동,1963
1964,그런지,1964
1965,방해,1965
1966,인데요,1966
1967,존재,1967
1968,싶지도,1968
1969,알기,1969
1970,알아보고,1970
1971,죄,1971
1972,해주셨는데,1972
1973,가다가,1973
1974,기회,1974
1975,교육,1975
1976,여기저기,1976
1977,데파,1977
1978,코트,1978
1979,먹던,1979
1980,겪고,1980
1981,받으면서,1981
1982,맞는데,1982
1983,둔,1983
1984,돼서요,1984
1985,소린,1985
1986,두려움,1986
1987,궁금한게,1987
1988,나왔네요,1988
1989,인지도,1989
1990,걔,1990
1991,뭐라,1991
1992,됐어요,1992
1993,우울할,1993
1994,교정,1994
1995,기독교,1995
1996,캐나다,1996
1997,했다가,1997
1998,이런저런,1998
1999,듣지도,1999
2000,줄이다가,2000
2001,먹긴,2001
2002,깊게,2002
2003,이런거,2003
2004,화도,2004
2005,무료,2005
2006,소용,2006
2007,먹었지만,2007
2008,된게,2008
2009,교사,2009
2010,되진,2010
2011,보령,2011
2012,달전,2012
2013,자기전,2013
2014,까지의,2014
2015,차례,2015
2016,맞으면,2016
2017,버티기,2017
2018,믿고,2018
2019,그런게,2019
2020,테아닌,2020
2021,첨부,2021
2022,통원,2022
2023,만기,2023
2024,하고나서,2024
2025,경기도,2025
2026,아토,2026
2027,관심,2027
2028,지식,2028
2029,받았었던,2029
2030,있거든요,2030
2031,없는걸,2031
2032,오랫동안,2032
2033,왔다고,2033
2034,싶지는,2034
2035,써있습니다,2035
2036,별개,2036
2037,려고,2037
2038,하는거에요,2038
2039,여행,2039
2040,제약,2040
2041,보이는데,2041
2042,책상,2042
2043,주차,2043
2044,욕설,2044
2045,바람,2045
2046,강제,2046
2047,씨,2047
2048,미칠것,2048
2049,같았어요,2049
2050,택시,2050
2051,떨어져,2051
2052,힘들다,2052
2053,다녀서,2053
2054,께선,2054
2055,합격,2055
2056,먹는거,2056
2057,먹는것도,2057
2058,드리기,2058
2059,어려워서,2059
2060,된다는걸,2060
2061,접수,2061
2062,해주셔서,2062
2063,항불안제,2063
2064,이구,2064
2065,담임,2065
2066,생리통,2066
2067,한편,2067
2068,변화,2068
2069,새,2069
2070,어려운,2070
2071,면허증,2071
2072,받아야하나요,2072
2073,생겼고,2073
2074,희망,2074
2075,뚝,2075
2076,흉터,2076
2077,무서워서,2077
2078,바,2078
2079,와야,2079
2080,정상인,2080
2081,시중,2081
2082,시일,2082
2083,받는걸,2083
2084,할것,2084
2085,쓰는,2085
2086,지쳐,2086
2087,오빠,2087
2088,부탁,2088
2089,간격,2089
2090,주전,2090
2091,갔던건,2091
2092,비만,2092
2093,빠져서,2093
2094,싶다고,2094
2095,박약,2095
2096,어떻,2096
2097,문,2097
2098,어쩌,2098
2099,들리고,2099
2100,몸무게,2100
2101,혈관,2101
2102,괜찮아졌는데,2102
2103,조치,2103
2104,받으라고,2104
2105,써,2105
2106,조회,2106
2107,일어날,2107
2108,몽롱,2108
2109,어지럽고,2109
2110,젤독스,2110
2111,베,2111
2112,위주,2112
2113,끊었어요,2113
2114,전약,2114
2115,리,2115
2116,온거,2116
2117,간지,2117
2118,갔어요,2118
2119,지났는데,2119
2120,성취,2120
2121,방향,2121
2122,입,2122
2123,처,2123
2124,가봐,2124
2125,말씀드리,2125
2126,이외,2126
2127,기사,2127
2128,다른사람,2128
2129,좋아서,2129
2130,그렇다면,2130
2131,담당,2131
2132,원장,2132
2133,대고,2133
2134,두려워서,2134
2135,주셨는데,2135
2136,경찰,2136
2137,증명서,2137
2138,침,2138
2139,위기,2139
2140,심한데,2140
2141,성경,2141
2142,다해,2142
2143,나가고,2143
2144,컴퓨터,2144
2145,애로,2145
2146,품절,2146
2147,외부,2147
2148,약관,2148
2149,항목,2149
2150,지나,2150
2151,풀릴,2151
2152,종교,2152
2153,가능하면,2153
2154,마취,2154
2155,헬스,2155
2156,쿠,2156
2157,애가,2157
2158,몰랐습니다,2158
2159,하기는,2159
2160,띠,2160
2161,조현증,2161
2162,먹는게,2162
2163,낫나요,2163
2164,감소,2164
2165,산,2165
2166,도스,2166
2167,빠질,2167
2168,볼려고,2168
2169,젖는,2169
2170,앞두고,2170
2171,위장,2171
2172,어떤게,2172
2173,서요,2173
2174,먹이,2174
2175,아는,2175
2176,물어봤는데,2176
2177,쎄게,2177
2178,에서만,2178
2179,갔더니,2179
2180,파스,2180
2181,차도,2181
2182,서라도,2182
2183,드리면,2183
2184,낮은,2184
2185,폭발,2185
2186,않게,2186
2187,내려,2187
2188,중요한건,2188
2189,공포증,2189
2190,필수,2190
2191,듣는데,2191
2192,이럴까,2192
2193,항생제,2193
2194,졸리,2194
2195,죽겠어요,2195
2196,로나,2196
2197,두통,2197
2198,보나,2198
2199,고싶습니다,2199
2200,쌍욕,2200
2201,마음속,2201
2202,싫습니다,2202
2203,집안일,2203
2204,때리고,2204
2205,납니다,2205
2206,체크,2206
2207,압니,2207
2208,누워서,2208
2209,핸드폰,2209
2210,유난,2210
2211,보여요,2211
2212,괜찮겠죠,2212
2213,당연히,2213
2214,받아야하는데,2214
2215,절제,2215
2216,된다,2216
2217,해서라도,2217
2218,최고,2218
2219,준다고,2219
2220,분류,2220
2221,같네요,2221
2222,운전자,2222
2223,디스크,2223
2224,설계,2224
2225,싶기도,2225
2226,아니거든요,2226
2227,병동,2227
2228,하겠습니다,2228
2229,공,2229
2230,이기도,2230
2231,챙겨,2231
2232,향후,2232
2233,하잖아요,2233
2234,있잖아요,2234
2235,불명,2235
2236,에피소드,2236
2237,단서,2237
2238,불안합니다,2238
2239,맥주,2239
2240,울면,2240
2241,에서라도,2241
2242,힘든건,2242
2243,서방,2243
2244,작은,2244
2245,아무렇지,2245
2246,짓,2246
2247,적어도,2247
2248,가능,2248
2249,떨리는,2249
2250,들리는,2250
2251,머리카락,2251
2252,없어서요,2252
2253,드려,2253
2254,하겠고,2254
2255,하려는데,2255
2256,모르겠지만,2256
2257,했는데도,2257
2258,해외,2258
2259,괜찮아져서,2259
2260,드려야,2260
2261,다녀와서,2261
2262,없는거,2262
2263,고칠,2263
2264,해보려는데,2264
2265,커피,2265
2266,종이,2266
2267,미필,2267
2268,운전면허,2268
2269,적성검사,2269
2270,알아보니까,2270
2271,변비,2271
2272,회,2272
2273,쓸,2273
2274,무리,2274
2275,친하게,2275
2276,모르겠는데,2276
2277,길,2277
2278,쉬어지고,2278
2279,해보고싶은데,2279
2280,불안할,2280
2281,나간,2281
2282,다녀와,2282
2283,스럽게,2283
2284,있을까,2284
2285,나타나고,2285
2286,인터뷰,2286
2287,초기,2287
2288,취소,2288
2289,가진,2289
2290,줄어,2290
2291,드,2291
2292,집니다,2292
2293,공간,2293
2294,쓰여서,2294
2295,했으면,2295
2296,나가는,2296
2297,좋겠어요,2297
2298,하게되,2298
2299,기형,2299
2300,기침,2300
2301,퇴근,2301
2302,미치겠어요,2302
2303,장학생,2303
2304,선수,2304
2305,공기업,2305
2306,있는걸,2306
2307,되었을,2307
2308,카드,2308
2309,퀴어,2309
2310,애인,2310
2311,상담사,2311
2312,먹으라고,2312
2313,연봉,2313
2314,식이,2314
2315,부천,2315
2316,괴롭힘,2316
2317,아티,2317
2318,핀정,2318
2319,당하고,2319
2320,죄책감,2320
2321,커서,2321
2322,보여,2322
2323,설트랄린,2323
2324,같고요,2324
2325,자신감,2325
2326,작,2326
2327,세포,2327
2328,정신분열증,2328
2329,인하여,2329
2330,하여서,2330
2331,드리고,2331
2332,자라,2332
2333,자녀,2333
2334,밀리,2334
2335,가는건,2335
2336,케이스,2336
2337,당해서,2337
2338,서에,2338
2339,무언가,2339
2340,옵니다,2340
2341,머릿속,2341
2342,전과,2342
2343,넘,2343
2344,찾아봐도,2344
2345,가봐야,2345
2346,제대,2346
2347,며,2347
2348,공단,2348
2349,학과,2349
2350,차이점,2350
2351,알레스,2351
2352,군데,2352
2353,멜라토닌,2353
2354,보조,2354
2355,안되요,2355
2356,떼서,2356
2357,예비,2357
2358,창원,2358
2359,오는,2359
2360,불가능할,2360
2361,같은데요,2361
2362,특별히,2362
2363,가서도,2363
2364,순,2364
2365,노란색,2365
2366,알약,2366
2367,견디기,2367
2368,없었는데,2368
2369,있었음,2369
2370,주가,2370
2371,알고싶습니다,2371
2372,위험한,2372
2373,귀찮고,2373
2374,말씀드리고,2374
2375,반응,2375
2376,느껴져요,2376
2377,해치,2377
2378,괜찮은가요,2378
2379,어쩌다,2379
2380,남겨,2380
2381,성형,2381
2382,고쳐,2382
2383,보자마자,2383
2384,해보면,2384
2385,탈임,2385
2386,애착,2386
2387,경계,2387
2388,여름,2388
2389,결정,2389
2390,양형,2390
2391,까먹고,2391
2392,따고,2392
2393,싸울,2393
2394,싶다,2394
2395,간호학,2395
2396,계십니다,2396
2397,먼,2397
2398,지정,2398
2399,압박,2399
2400,있었는데요,2400
2401,안개,2401
2402,가보고싶은데,2402
2403,미만,2403
2404,일어나니,2404
2405,뎌,2405
2406,흥미,2406
2407,불안정한,2407
2408,육아,2408
2409,남은,2409
2410,알고싶어요,2410
2411,불편해서,2411
2412,나아질,2412
2413,써도,2413
2414,남깁니다,2414
2415,남는,2415
2416,맞다면,2416
2417,가벼운,2417
2418,다니는게,2418
2419,줄이는,2419
2420,주고,2420
2421,같은데서,2421
2422,봐야하나요,2422
2423,반장,2423
2424,인증,2424
2425,먹어요,2425
2426,식후,2426
2427,참다,2427
2428,참다가,2428
2429,갈수,2429
2430,적혀있고,2430
2431,직장인,2431
2432,갔다는,2432
2433,싶은거,2433
2434,받아오고,2434
2435,머,2435
2436,가보려,2436
2437,마,2437
2438,믿을,2438
2439,일반인,2439
2440,약속,2440
2441,정확히,2441
2442,같으면,2442
2443,민간,2443
2444,일부러,2444
2445,높은,2445
2446,비밀,2446
2447,않는다고,2447
2448,하긴,2448
2449,서면,2449
2450,일시,2450
2451,헤어,2451
2452,지르면서,2452
2453,거짓말,2453
2454,만나고,2454
2455,되도록,2455
2456,첨,2456
2457,잣,2457
2458,성별,2458
2459,성정체성,2459
2460,벽,2460
2461,아동,2461
2462,갓,2462
2463,좋아질까봐,2463
2464,귀찮아서,2464
2465,우울하면,2465
2466,끊었는데,2466
2467,드렸는데,2467
2468,비대,2468
2469,좋나요,2469
2470,멍,2470
2471,교통,2471
2472,미안한말인데,2472
2473,보탰어,2473
2474,의전,2474
2475,출신,2475
2476,쓰여있고요,2476
2477,죄송한데,2477
2478,이세,2478
2479,그딴,2479
2480,치료받으려다,2480
2481,얻고가네,2481
2482,어려움,2482
2483,목소리,2483
2484,횡설수설,2484
2485,잘안,2485
2486,한참,2486
2487,친한,2487
2488,새로운,2488
2489,예상,2489
2490,뒷담화,2490
2491,멘탈,2491
2492,볼때,2492
2493,하냐고,2493
2494,에겐,2494
2495,이러면,2495
2496,프라,2496
2497,장난,2497
2498,단계,2498
2499,강박장애,2499
2500,선임,2500
2501,비정상,2501
2502,유영철,2502
2503,하는자,2503
2504,드는게,2504
2505,정말로,2505
2506,심하다고,2506
2507,다녔고,2507
2508,맞아서,2508
2509,비급,2509
2510,보일,2510
2511,보내세요,2511
2512,런가,2512
2513,분도,2513
2514,변호사,2514
2515,건강검진,2515
2516,놓고,2516
2517,수원,2517
2518,갔었습니다,2518
2519,세브란스,2519
2520,발기부전,2520
2521,인원,2521
2522,먹게,2522
2523,쎈,2523
2524,먹다,2524
2525,괜찮다고,2525
2526,못잡니다,2526
2527,줄어드는데,2527
2528,절대로,2528
2529,그런것,2529
2530,같진,2530
2531,평범한,2531
2532,들지,2532
2533,뿐입니다,2533
2534,모르는게,2534
2535,보자,2535
2536,항,2536
2537,들었던,2537
2538,부스파,2538
2539,먹고있었습니다,2539
2540,심해져,2540
2541,무너져,2541
2542,복잡하고,2542
2543,수시로,2543
2544,주지,2544
2545,수액,2545
2546,용이,2546
2547,맞지,2547
2548,보내고,2548
2549,옮겨,2549
2550,보아,2550
2551,힘들지만,2551
2552,의문,2552
2553,괜찮아지는,2553
2554,아니라는,2554
2555,있습니다만,2555
2556,좀더,2556
2557,이겨,2557
2558,바꿔서,2558
2559,찾다,2559
2560,준다는데,2560
2561,어렵다고,2561
2562,알고있습니다,2562
2563,다를까,2563
2564,딸아이,2564
2565,두근거리고,2565
2566,숨쉬기,2566
2567,여쭈어,2567
2568,요양,2568
2569,없겠죠,2569
2570,장래,2570
2571,하고싶다는,2571
2572,극성,2572
2573,좋습니다,2573
2574,어차피,2574
2575,보지,2575
2576,해서는,2576
2577,가나요,2577
2578,하시면,2578
2579,아산,2579
2580,크면서,2580
2581,자가,2581
2582,골절,2582
2583,지급,2583
2584,후유,2584
2585,장해,2585
2586,천만원,2586
2587,먹고있습니다,2587
2588,좋아져서,2588
2589,다음주,2589
2590,치,2590
2591,했는지,2591
2592,삼성,2592
2593,화재,2593
2594,손정,2594
2595,빠지네요,2595
2596,끊어야,2596
2597,우는,2597
2598,대인기피증,2598
2599,안되는거,2599
2600,컨디션,2600
2601,배터리,2601
2602,문자,2602
2603,오니,2603
2604,심각하지,2604
2605,폐쇄병동,2605
2606,부디,2606
2607,외상,2607
2608,오전,2608
2609,록스,2609
2610,알정,2610
2611,만해,2611
2612,없었어요,2612
2613,손등,2613
2614,한쪽,2614
2615,살점,2615
2616,힘들어져요,2616
2617,나아지는게,2617
2618,날짜,2618
2619,진찰,2619
2620,ㅁ,2620
2621,않는데,2621
2622,해야하죠,2622
2623,팅,2623
2624,성희롱,2624
2625,진다,2625
2626,본론,2626
2627,건망증,2627
2628,물어봤습니다,2628
2629,드라마,2629
2630,다니는데,2630
2631,없긴,2631
2632,아니어도,2632
2633,드는지도,2633
2634,써서,2634
2635,봤습니다,2635
2636,같더라구요,2636
2637,여름방학,2637
2638,무단,2638
2639,생결,2639
2640,기부,2640
2641,조루,2641
2642,심의,2642
2643,민감,2643
2644,성도,2644
2645,일부,2645
2646,저가,2646
2647,불가능한가요,2647
2648,관해,2648
2649,의예,2649
2650,간단히,2650
2651,될수,2651
2652,청구도,2652
2653,울었어요,2653
2654,이러다,2654
2655,들었고요,2655
2656,보다도,2656
2657,들어서는,2657
2658,들고요,2658
2659,빼고는,2659
2660,누워만,2660
2661,티아,2661
2662,큐로켈정,2662
2663,다낭,2663
2664,난소,2664
2665,쭉,2665
2666,수시,2666
2667,장소,2667
2668,해본,2668
2669,그랬습니다,2669
2670,아픈게,2670
2671,군의관,2671
2672,인척,2672
2673,진지합니다,2673
2674,왕따,2674
2675,되는것도,2675
2676,펑펑,2676
2677,외모,2677
2678,가보자고,2678
2679,삽니다,2679
2680,이러는지,2680
2681,같더라고요,2681
2682,형제자매,2682
2683,붙어있는,2683
2684,싫어져요,2684
2685,하기만,2685
2686,이랬고,2686
2687,이래요,2687
2688,강요,2688
2689,성범죄,2689
2690,박혀,2690
2691,했고요,2691
2692,돌아가시고,2692
2693,무섭습니다,2693
2694,배달,2694
2695,호르몬,2695
2696,나오는,2696
2697,증빙,2697
2698,받고싶어요,2698
2699,동도,2699
2700,예민해져서,2700
2701,터치,2701
2702,죽었으면,2702
2703,싶진,2703
2704,자책,2704
2705,끊은,2705
2706,도로,2706
2707,미쳐,2707
2708,잇어서,2708
2709,효능,2709
2710,납,2710
2711,백,2711
2712,히,2712
2713,초년,2713
2714,불가능,2714
2715,싸우고,2715
2716,괜찮아요,2716
2717,버티겠어요,2717
2718,같지도,2718
2719,홧병,2719
2720,극도,2720
2721,되는거,2721
2722,같구요,2722
2723,이민,2723
2724,귀국,2724
2725,다음해,2725
2726,날라와,2726
2727,안다니고,2727
2728,힘드나요,2728
2729,구역,2729
2730,헛구역질,2730
2731,잤어요,2731
2732,전신,2732
2733,손발,2733
2734,땀,2734
2735,이상은,2735
2736,솔론,2736
2737,페니,2737
2738,민정,2738
2739,염,2739
2740,나와있는데,2740
2741,뜨는데,2741
2742,필터,2742
2743,뜨시더라고요,2743
2744,개업,2744
2745,했었는데요,2745
2746,생명보험,2746
2747,시스템,2747
2748,다니고있습니다,2748
2749,부심,2749
2750,절차,2750
2751,걸릴지,2751
2752,전보,2752
2753,식도염,2753
2754,파악,2754
2755,링,2755
2756,느끼지,2756
2757,떨어졌습니다,2757
2758,있는데도,2758
2759,그러면서,2759
2760,낮아지고,2760
2761,금전,2761
2762,바닥,2762
2763,들었지만,2763
2764,아무튼,2764
2765,고치는,2765
2766,가려고하는데,2766
2767,받는다는,2767
2768,떠서,2768
2769,알겠는데,2769
2770,했듯이,2770
2771,폭세틴,2771
2772,턱,2772
2773,없는지,2773
2774,실력,2774
2775,높고,2775
2776,걸려요,2776
2777,심해서요,2777
2778,이지,2778
2779,들락날락,2779
2780,복부,2780
2781,초음파,2781
2782,생겼어요,2782
2783,가든,2783
2784,나가면,2784
2785,거지,2785
2786,않다고,2786
2787,처방약,2787
2788,찌게,2788
2789,타입,2789
2790,마시는,2790
2791,했었던,2791
2792,하도,2792
2793,당한,2793
2794,십,2794
2795,살아서,2795
2796,가하는,2796
2797,세우고,2797
2798,기독교인,2798
2799,않은것,2799
2800,취직,2800
2801,평범하게,2801
2802,쉬고싶은,2802
2803,나을,2803
2804,효도,2804
2805,죄송합니다,2805
2806,안될까,2806
2807,바쁘셔서,2807
2808,가고싶지도,2808
2809,문항,2809
2810,적은,2810
2811,확실하게,2811
2812,화장,2812
2813,틴,2813
2814,기반,2814
2815,타가,2815
2816,없더라고요,2816
2817,지역,2817
2818,많은가요,2818
2819,만료,2819
2820,주간,2820
2821,투약,2821
2822,사항,2822
2823,방금,2823
2824,유일하게,2824
2825,기운,2825
2826,죽지,2826
2827,코로나,2827
2828,급격히,2828
2829,불안해,2829
2830,시달려서,2830
2831,그랬는데,2831
2832,해주셨으면,2832
2833,많은데,2833
2834,나를,2834
2835,지푸라기,2835
2836,잡는,2836
2837,갈려고,2837
2838,귀신,2838
2839,일종,2839
2840,분석,2840
2841,억제제,2841
2842,편두통,2842
2843,지방,2843
2844,데팍,2844
2845,신서,2845
2846,안된다는,2846
2847,끊어,2847
2848,나아지고,2848
2849,아니더라도,2849
2850,불가능할까,2850
2851,빠지는,2851
2852,이니,2852
2853,나왔던,2853
2854,모양,2854
2855,그러던데,2855
2856,난뒤,2856
2857,구매,2857
2858,설득,2858
2859,어른,2859
2860,쉽지가,2860
2861,찾는,2861
2862,가려하는데,2862
2863,떨어져서,2863
2864,스시,2864
2865,밀려서,2865
2866,잡았는데,2866
2867,시키면,2867
2868,볼일,2868
2869,나더라구요,2869
2870,젖은,2870
2871,알았어요,2871
2872,나타납니다,2872
2873,버릴것,2873
2874,받은거,2874
2875,몰랐는데,2875
2876,거진,2876
2877,대상,2877
2878,클리,2878
2879,닉,2879
2880,개월전,2880
2881,아프다고,2881
2882,먹으려고,2882
2883,보았지만,2883
2884,극심한,2884
2885,반년,2885
2886,모를까,2886
2887,하셨습니다,2887
2888,옮기려고,2888
2889,단순히,2889
2890,되었다고,2890
2891,입증,2891
2892,들어가면서,2892
2893,느껴지지,2893
2894,아내,2894
2895,움직,2895
2896,별다른,2896
2897,리스,2897
2898,페리,2898
2899,힘들더라고요,2899
2900,통증,2900
2901,빈도,2901
2902,괜찮을지,2902
2903,너무나도,2903
2904,들려요,2904
2905,사라지지,2905
2906,조상,2906
2907,계시,2907
2908,대중교통,2908
2909,방안,2909
2910,있으실까,2910
2911,두근거림,2911
2912,생겼는데,2912
2913,꼬리,2913
2914,미칠,2914
2915,피해자,2915
2916,로서,2916
2917,수용,2917
2918,친가,2918
2919,엄청난,2919
2920,없겠지만,2920
2921,공감,2921
2922,더욱,2922
2923,몰입,2923
2924,자제,2924
2925,했으나,2925
2926,차지,2926
2927,경제,2927
2928,독립,2928
2929,북구,2929
2930,멀고,2930
2931,학교생활,2931
2932,바꾸기가,2932
2933,장이,2933
2934,조용한,2934
2935,들어와서,2935
2936,강의,2936
2937,그럽니다,2937
2938,에이,2938
2939,디,2939
2940,주변인,2940
2941,없이요,2941
2942,먹고있어요,2942
2943,센,2943
2944,데파킨정,2944
2945,카페인,2945
2946,사이코패스,2946
2947,사례,2947
2948,대처,2948
2949,신뢰,2949
2950,않지만,2950
2951,들어가기,2951
2952,싫어,2952
2953,카페,2953
2954,하고만,2954
2955,쓰레기통,2955
2956,찔러,2956
2957,증오,2957
2958,랄,2958
2959,텅,2959
2960,안내,2960
2961,태어나서,2961
2962,해져서,2962
2963,일어나는게,2963
2964,화나는,2964
2965,참을수가,2965
2966,손톱,2966
2967,서나,2967
2968,밝고,2968
2969,지옥,2969
2970,비싸다고,2970
2971,인격,2971
2972,할려는데,2972
2973,않았지만,2973
2974,토도,2974
2975,잖아요,2975
2976,억울한,2976
2977,론,2977
2978,위탁,2978
2979,다니다,2979
2980,오게,2980
2981,하시고요,2981
2982,안되면,2982
2983,든다고,2983
2984,의정부,2984
2985,살고있는데,2985
2986,치는,2986
2987,미세하게,2987
2988,듯이,2988
2989,타이레놀,2989
2990,연금,2990
2991,안되네요,2991
2992,잇다면,2992
2993,무대,2993
2994,해줄까,2994
2995,봤어요,2995
2996,맞춰,2996
2997,상관없이,2997
2998,할려면,2998
2999,받았으면,2999
3000,일지,3000
3001,미룰,3001
3002,받은게,3002
3003,피나,3003
3004,봐서요,3004
3005,혹,3005
3006,릴,3006
3007,렉스,3007
3008,보려고요,3008
3009,폐쇄,3009
3010,과만,3010
3011,방식,3011
3012,겉,3012
3013,비싼,3013
3014,타도,3014
3015,야뇨증,3015
3016,서에는,3016
3017,적응장애,3017
3018,공황발작,3018
3019,필요할,3019
3020,됨,3020
3021,재발,3021
3022,병무,3022
3023,용진,3023
3024,있었지만,3024
3025,있겠지만,3025
3026,않더라구요,3026
3027,치료받고,3027
