customer_id,month,total_month_price,rank
13319,4,1048520,Vip
13319,5,1281144,Vip
13319,6,1845188,Vip
13319,7,1691067,Vip
13319,8,605157,Platinum
13319,9,862463,Platinum
13319,10,1499976,Vip
13319,11,3999196,SVip
13319,12,540306,Gold
13320,5,889050,Platinum
13320,8,825999,Platinum
13320,9,963235,Platinum
13321,9,991745,Platinum
13322,11,348691,Gold
13323,9,210284,Silver
13323,11,410780,Gold
13323,12,756097,Platinum
13324,1,804953,Platinum
13324,4,2319368,Vip
13324,5,2379936,Vip
13324,9,4612692,SVip
13324,11,1195841,Vip
13325,9,1180424,Vip
13327,2,354669,Gold
13327,3,828639,Platinum
13327,6,787299,Platinum
13327,7,846206,Platinum
13327,8,668260,Platinum
13327,11,1554006,Vip
13328,1,2287223,Vip
13329,11,847430,Platinum
13330,1,587013,Gold
13330,6,685915,Platinum
13330,9,721417,Platinum
13332,11,613373,Platinum
13334,2,2861808,Vip
13334,6,1872807,Vip
13334,9,1387440,Vip
13336,9,1389869,Vip
13338,7,851310,Platinum
13339,5,1503489,Vip
13340,3,6429196,SVip
13340,7,8030783,SVip
13340,8,1673255,Vip
13340,10,2634131,Vip
13341,3,1356185,Vip
13343,6,617795,Platinum
13344,3,2894950,Vip
13344,10,1495483,Vip
13345,2,680846,Platinum
13347,9,596697,Gold
13348,10,408612,Gold
13349,11,432315,Gold
13350,9,1130204,Vip
13350,11,581297,Gold
13351,10,653647,Platinum
13352,10,695669,Platinum
13354,9,1299690,Vip
13355,8,1179375,Vip
13356,9,1342883,Vip
13357,3,1065231,Vip
13358,3,767424,Platinum
13359,10,768350,Platinum
13362,2,1420599,Vip
13362,4,1343914,Vip
13362,10,1321680,Vip
13362,11,1316418,Vip
13363,10,1055477,Vip
13363,11,679412,Platinum
13364,9,235910,Silver
13365,5,1224648,Vip
13365,11,2665297,Vip
13366,10,98167,Silver
13368,1,61879,Silver
13368,3,1027824,Vip
13372,9,661862,Platinum
13373,3,1726499,Vip
13373,7,1866654,Vip
13373,10,2196659,Vip
13375,9,1361080,Vip
13376,4,657248,Platinum
13376,5,688712,Platinum
13376,9,436580,Gold
13379,7,238234,Silver
13379,10,523578,Gold
13379,11,239021,Silver
13381,2,727360,Platinum
13381,5,1145359,Vip
13381,7,1240625,Vip
13381,8,1189059,Vip
13381,9,910533,Platinum
13381,11,1148575,Vip
13382,3,389786,Gold
13384,6,2049704,Vip
13384,8,1019503,Vip
13384,9,2404601,Vip
13384,10,521358,Gold
13384,11,1262405,Vip
13385,1,934428,Platinum
13388,7,1183570,Vip
13389,4,450791,Gold
13389,9,563310,Gold
13389,11,380731,Gold
13390,9,951051,Platinum
13391,5,104530,Silver
13394,2,548452,Gold
13394,3,560094,Gold
13394,5,526410,Gold
13394,7,526602,Gold
13394,8,536391,Gold
13394,9,529189,Gold
13394,10,649784,Platinum
13394,12,528070,Gold
13395,6,537894,Gold
13396,1,676947,Platinum
13396,11,1702062,Vip
13397,1,524260,Gold
13397,2,527633,Gold
13397,6,661967,Platinum
13397,8,433014,Gold
13397,9,552263,Gold
13398,5,799430,Platinum
13402,8,547036,Gold
13403,11,131100,Silver
13404,5,380731,Gold
13404,12,60620,Silver
13405,1,279767,Silver
13405,5,694655,Platinum
13405,9,26221,Silver
13408,1,3216704,SVip
13408,2,1387038,Vip
13408,3,2605865,Vip
13408,4,3621681,SVip
13408,5,3285400,SVip
13408,6,3152902,SVip
13408,7,4211403,SVip
13408,8,3649789,SVip
13408,9,5197678,SVip
13408,10,3755508,SVip
13408,11,7303808,SVip
13408,12,2462267,Vip
13410,2,437419,Gold
13410,3,269891,Silver
13410,6,245419,Silver
13410,9,320967,Gold
13410,11,479651,Gold
13411,8,373285,Gold
13414,2,681720,Platinum
13414,7,1748873,Vip
13416,9,480700,Gold
13416,10,764750,Platinum
13417,5,412528,Gold
13417,12,707642,Platinum
13418,4,633195,Platinum
13418,5,2444997,Vip
13418,6,765134,Platinum
13418,7,525483,Gold
13418,8,460056,Gold
13418,9,1269048,Vip
13418,10,647948,Platinum
13418,11,1203707,Vip
13419,10,386412,Gold
13420,6,97538,Silver
13420,7,181879,Silver
13421,2,1442169,Vip
13421,10,1763155,Vip
13422,10,4590772,SVip
13425,2,701944,Platinum
13425,6,1351343,Vip
13425,8,785830,Platinum
13426,1,528682,Gold
13426,3,535569,Gold
13426,4,592921,Gold
13426,6,478357,Gold
13426,9,790043,Platinum
13426,10,1219160,Vip
13426,11,1121219,Vip
13426,12,510031,Gold
13427,5,374946,Gold
13427,8,437629,Gold
13427,11,205809,Silver
13428,11,352711,Gold
13429,9,577888,Gold
13429,10,633475,Platinum
13429,11,548522,Gold
13430,9,587869,Gold
13430,11,599808,Gold
13431,9,1492232,Vip
13431,10,726154,Platinum
13434,9,933851,Platinum
13435,6,775622,Platinum
13435,8,1126411,Vip
13435,9,1546805,Vip
13435,10,976432,Platinum
13435,11,1461275,Vip
13435,12,773140,Platinum
13436,12,344163,Gold
13437,6,2904704,Vip
13437,8,633684,Platinum
13437,9,261063,Silver
13437,11,2157836,Vip
13439,3,495925,Gold
13441,9,518526,Gold
13447,11,1973736,Vip
13448,5,1037822,Vip
13448,9,1854820,Vip
13448,11,1835959,Vip
13449,11,510206,Gold
13450,5,1186087,Vip
13450,7,770238,Platinum
13450,8,528385,Gold
13450,9,534573,Gold
13450,11,553137,Gold
13451,1,627864,Platinum
13451,3,1061263,Vip
13451,5,1089283,Vip
13451,8,1391442,Vip
13451,11,896304,Platinum
13452,3,1031320,Vip
13453,2,323380,Gold
13453,6,300621,Gold
13455,11,638719,Platinum
13456,5,362989,Gold
13456,6,380015,Gold
13456,7,751640,Platinum
13456,10,794920,Platinum
13456,11,798661,Platinum
13458,1,2603086,Vip
13458,2,2614623,Vip
13458,4,1774464,Vip
13458,5,775517,Platinum
13458,6,1627807,Vip
13458,7,1388925,Vip
13458,9,564569,Gold
13458,10,1737896,Vip
13458,11,680688,Platinum
13458,12,1021740,Vip
13460,10,187840,Silver
13460,11,132813,Silver
13461,6,1007547,Vip
13461,7,538034,Gold
13461,11,980278,Platinum
13462,4,264822,Silver
13464,10,1179340,Vip
13466,6,538209,Gold
13467,11,1873698,Vip
13468,1,510153,Gold
13468,2,710824,Platinum
13468,3,1207203,Vip
13468,4,1426367,Vip
13468,5,830300,Platinum
13468,6,179554,Silver
13468,7,582468,Gold
13468,8,399365,Gold
13468,9,1048118,Vip
13468,10,389157,Gold
13468,11,605262,Platinum
13468,12,491083,Gold
13470,8,201894,Silver
13470,9,86526,Silver
13471,10,1646039,Vip
13471,11,1057068,Vip
13471,12,1670109,Vip
13473,1,421722,Gold
13473,10,317052,Gold
13474,4,396516,Gold
13475,2,554325,Gold
13475,3,1030271,Vip
13475,5,650186,Platinum
13475,6,267968,Silver
13476,3,1271844,Vip
13476,6,893000,Platinum
13477,2,324079,Gold
13477,5,577941,Gold
13477,6,436580,Gold
13477,7,233812,Silver
13477,10,811194,Platinum
13477,11,158998,Silver
13479,4,252323,Silver
13479,5,273736,Silver
13481,3,1162909,Vip
13481,5,548365,Gold
13481,8,668330,Platinum
13481,10,774766,Platinum
13482,4,322750,Gold
13483,10,245314,Silver
13484,4,548522,Gold
13485,4,794011,Platinum
13486,7,353375,Gold
13486,8,1079302,Vip
13486,9,529294,Gold
13487,5,376956,Gold
13487,10,291216,Silver
13488,1,2374290,Vip
13488,2,1145901,Vip
13488,3,1247984,Vip
13488,5,2483418,Vip
13488,7,740435,Platinum
13488,8,1122845,Vip
13488,9,1347375,Vip
13488,10,1536457,Vip
13488,11,1262300,Vip
13489,2,411968,Gold
13489,7,89777,Silver
13489,8,284015,Silver
13491,1,573938,Gold
13491,2,204673,Silver
13491,3,442034,Gold
13491,4,239336,Silver
13491,7,99321,Silver
13491,10,222642,Silver
13492,5,551144,Gold
13492,7,1668535,Vip
13493,2,313503,Gold
13493,3,767861,Platinum
13494,2,552822,Gold
13495,4,361836,Gold
13495,11,1153330,Vip
13495,12,546494,Gold
13496,11,266255,Silver
13497,3,340073,Gold
13499,3,276586,Silver
13499,4,534118,Gold
13499,9,262304,Silver
13499,11,953114,Platinum
13500,8,570547,Gold
13500,11,1468966,Vip
13501,2,2342879,Vip
13502,1,200320,Silver
13502,3,130330,Silver
13502,11,179764,Silver
13503,9,379053,Gold
13504,10,517285,Gold
13505,4,1764938,Vip
13505,5,1584387,Vip
13505,6,1165968,Vip
13505,9,3164771,SVip
13506,1,275135,Silver
13507,7,2171680,Vip
13507,8,688869,Platinum
13507,9,675287,Platinum
13507,12,797734,Platinum
13508,4,193975,Silver
13509,2,365891,Gold
13509,3,770343,Platinum
13509,7,26220,Silver
13509,9,69920,Silver
13509,10,308696,Gold
13509,12,171478,Silver
13510,6,1023139,Vip
13510,9,546232,Gold
13510,10,964703,Platinum
13510,12,597571,Gold
13512,3,439115,Gold
13513,8,358514,Gold
13514,9,266045,Silver
13515,4,355543,Gold
13515,7,231015,Silver
13515,8,329323,Gold
13515,9,641795,Platinum
13516,4,255208,Silver
13516,9,829268,Platinum
13516,11,1344212,Vip
13517,6,1926051,Vip
13517,8,892039,Platinum
13517,10,902387,Platinum
13518,9,1096275,Vip
13519,9,214567,Silver
13520,1,1197589,Vip
13520,3,857883,Platinum
13520,6,1070964,Vip
13520,7,1496288,Vip
13520,10,1182294,Vip
13521,11,485035,Gold
13521,12,1388349,Vip
13522,11,219898,Silver
13523,5,3150402,SVip
13523,10,1078166,Vip
13523,11,1711012,Vip
13524,5,278281,Silver
13524,6,154698,Silver
13524,8,281707,Silver
13524,9,131100,Silver
13524,10,343167,Gold
13525,4,494474,Gold
13525,11,604633,Platinum
13527,1,193066,Silver
13527,5,830632,Platinum
13527,8,1357986,Vip
13527,9,848251,Platinum
13527,11,689708,Platinum
13529,5,316562,Gold
13529,9,221401,Silver
13531,5,311755,Gold
13532,11,367621,Gold
13533,3,253355,Silver
13533,6,217014,Silver
13534,1,991028,Platinum
13534,2,313940,Gold
13534,3,898996,Platinum
13534,4,821822,Platinum
13534,5,1109280,Vip
13534,6,531881,Gold
13534,7,1888277,Vip
13534,8,591173,Gold
13534,10,1459842,Vip
13534,11,535237,Gold
13534,12,624385,Platinum
13536,9,795637,Platinum
13536,10,646305,Platinum
13536,11,2821936,Vip
13536,12,1756914,Vip
13538,1,291566,Silver
13538,3,589950,Gold
13538,6,201369,Silver
13538,7,166759,Silver
13538,8,309133,Gold
13538,9,173052,Silver
13538,10,507094,Gold
13539,2,286846,Silver
13539,4,264909,Silver
13539,9,551826,Gold
13544,4,197541,Silver
13544,10,285011,Silver
13546,5,318590,Gold
13546,10,402249,Gold
13546,11,364825,Gold
13548,4,491205,Gold
13548,9,694218,Platinum
13549,4,320758,Gold
13549,5,575179,Gold
13549,7,436126,Gold
13549,10,122622,Silver
13549,11,150328,Silver
13551,1,160466,Silver
13552,1,548347,Gold
13552,3,819899,Platinum
13552,5,1885287,Vip
13552,6,730314,Platinum
13552,8,845717,Platinum
13552,9,964266,Platinum
13552,10,743808,Platinum
13555,5,2779407,Vip
13555,9,4385434,SVip
13557,3,420708,Gold
13557,11,600228,Platinum
13558,10,546617,Gold
13558,11,278159,Silver
13558,12,214444,Silver
13560,12,299642,Silver
13561,5,247971,Silver
13562,4,1054515,Vip
13562,7,1060092,Vip
13562,9,1030620,Vip
13563,7,543418,Gold
13563,9,815704,Platinum
13564,7,962518,Platinum
13565,1,192594,Silver
13565,11,227309,Silver
13566,9,991657,Platinum
13566,10,506098,Gold
13568,6,326963,Gold
13569,11,399942,Gold
13570,4,418628,Gold
13571,3,253931,Silver
13571,4,221541,Silver
13571,5,210791,Silver
13571,6,200513,Silver
13571,7,221261,Silver
13571,8,292370,Silver
13571,9,494124,Gold
13571,10,591750,Gold
13571,11,1165181,Vip
13572,5,2419668,Vip
13573,3,55533,Silver
13573,10,451823,Gold
13575,6,154785,Silver
13575,7,227589,Silver
13575,9,451788,Gold
13575,10,257672,Silver
13575,11,187822,Silver
13576,1,1090192,Vip
13576,2,1248439,Vip
13576,3,577259,Gold
13576,4,745067,Platinum
13576,5,529434,Gold
13576,6,1281371,Vip
13576,7,1233598,Vip
13576,8,580405,Gold
13576,9,1444145,Vip
13576,10,496239,Gold
13576,11,1905442,Vip
13577,4,623599,Platinum
13577,7,813431,Platinum
13577,9,649731,Platinum
13577,11,863162,Platinum
13579,11,528490,Gold
13581,2,206264,Silver
13583,7,1365240,Vip
13584,2,248915,Silver
13587,10,1245275,Vip
13588,3,198048,Silver
13588,7,858267,Platinum
13588,8,823867,Platinum
13588,9,926999,Platinum
13588,10,743564,Platinum
13588,11,782457,Platinum
13589,6,256956,Silver
13589,11,406672,Gold
13590,2,540236,Gold
13590,4,526882,Gold
13590,5,527109,Gold
13590,7,357203,Gold
13590,10,965595,Platinum
13590,11,547368,Gold
13591,3,807925,Platinum
13591,5,548924,Gold
13591,10,595893,Gold
13592,3,134106,Silver
13592,5,225124,Silver
13592,11,74202,Silver
13593,1,978617,Platinum
13593,3,765449,Platinum
13593,6,643788,Platinum
13593,8,1128910,Vip
13594,10,693903,Platinum
13596,11,661915,Platinum
13596,12,498949,Gold
13598,10,279749,Silver
13599,1,645256,Platinum
13599,3,1014836,Vip
13599,4,580003,Gold
13599,5,649032,Platinum
13599,7,538698,Gold
13599,9,909029,Platinum
13599,11,3489637,SVip
13599,12,558800,Gold
13600,1,383720,Gold
13601,5,652353,Platinum
13601,10,559569,Gold
13602,10,749699,Platinum
13603,11,287266,Silver
13606,2,122394,Silver
13606,4,308714,Gold
13606,11,52649,Silver
13607,10,1180791,Vip
13610,2,409241,Gold
13610,4,189745,Silver
13610,6,212731,Silver
13610,7,303085,Gold
13610,8,221996,Silver
13610,10,357081,Gold
13610,11,198030,Silver
13611,6,583080,Gold
13611,9,904904,Platinum
13614,1,359651,Gold
13614,6,1001831,Vip
13614,9,528158,Gold
13614,11,881743,Platinum
13615,1,730122,Platinum
13617,6,229180,Silver
13617,8,410063,Gold
13617,10,311983,Gold
13618,6,309990,Gold
13621,8,373809,Gold
13623,2,272688,Silver
13623,3,154872,Silver
13623,4,256938,Silver
13623,5,257969,Silver
13623,11,329620,Gold
13626,4,449638,Gold
13627,5,515188,Gold
13627,6,736047,Platinum
13627,9,536950,Gold
13627,10,531898,Gold
13629,1,1153680,Vip
13629,2,1337220,Vip
13629,4,1122216,Vip
13629,5,1435108,Vip
13629,6,1359944,Vip
13629,7,2152417,Vip
13629,9,1435108,Vip
13629,10,938676,Platinum
13629,11,2686676,Vip
13630,2,522896,Gold
13630,4,754751,Platinum
13630,6,574427,Gold
13630,8,527756,Gold
13630,9,766183,Platinum
13630,12,405535,Gold
13631,3,139840,Silver
13631,5,2185000,Vip
13631,6,1679338,Vip
13631,7,1271145,Vip
13631,9,91770,Silver
13632,4,1067486,Vip
13632,6,352344,Gold
13632,10,1493718,Vip
13632,11,790340,Platinum
13634,1,584181,Gold
13634,4,460440,Gold
13634,8,276813,Silver
13634,9,1028715,Vip
13634,11,354634,Gold
13635,10,1872160,Vip
13636,2,270066,Silver
13636,3,240087,Silver
13636,4,436300,Gold
13636,8,183714,Silver
13636,11,528892,Gold
13637,4,727867,Platinum
13637,6,458412,Gold
13637,10,219636,Silver
13638,11,214374,Silver
13639,9,1806278,Vip
13642,5,545865,Gold
13643,6,153649,Silver
13643,9,299782,Silver
13643,11,454549,Gold
13644,8,1487705,Vip
13644,9,957064,Platinum
13644,10,780884,Platinum
13644,11,1361552,Vip
13645,8,440670,Gold
13647,4,742270,Platinum
13647,6,662876,Platinum
13647,9,825125,Platinum
13647,11,650640,Platinum
13649,3,260102,Silver
13650,3,650465,Platinum
13650,5,652703,Platinum
13650,9,555794,Gold
13650,10,829635,Platinum
13650,11,521323,Gold
13651,10,138441,Silver
13651,11,26220,Silver
13652,3,575861,Gold
13652,10,798556,Platinum
13654,3,547001,Gold
13654,4,848321,Platinum
13654,5,654800,Platinum
13654,7,946419,Platinum
13654,10,1735868,Vip
13655,4,670620,Platinum
13655,8,960211,Platinum
13656,1,284399,Silver
13656,6,379228,Gold
13657,5,266290,Silver
13657,11,401690,Gold
13658,5,1631408,Vip
13658,9,2033745,Vip
13658,11,948115,Platinum
13659,1,1809529,Vip
13659,5,922594,Platinum
13662,3,398019,Gold
13662,5,504717,Gold
13662,9,637705,Platinum
13663,6,331193,Gold
13666,2,111959,Silver
13666,10,36008,Silver
13667,7,522739,Gold
13668,1,364562,Gold
13668,2,2382279,Vip
13668,3,848531,Platinum
13668,4,1256357,Vip
13668,5,1362775,Vip
13668,6,852377,Platinum
13668,7,435881,Gold
13668,8,753580,Platinum
13668,10,330267,Gold
13668,11,1550301,Vip
13668,12,582118,Gold
13669,7,84166,Silver
13669,10,297859,Silver
13670,9,611275,Platinum
13672,1,108603,Silver
13672,2,217206,Silver
13673,11,677245,Platinum
13675,2,539153,Gold
13675,7,311808,Gold
13678,7,406584,Gold
13680,1,4180499,SVip
13680,10,1210402,Vip
13680,12,1110119,Vip
13681,7,355648,Gold
13681,10,572679,Gold
13681,11,518719,Gold
13682,6,104006,Silver
13684,2,113847,Silver
13685,10,3381418,SVip
13685,12,2071362,Vip
13686,6,125856,Silver
13689,10,1590680,Vip
13690,10,301093,Gold
13692,4,1497389,Vip
13692,5,26132,Silver
13692,11,1078061,Vip
13694,1,7222701,SVip
13694,2,6539512,SVip
13694,3,14139956,SVip
13694,4,5153610,SVip
13694,5,11172656,SVip
13694,6,10593701,SVip
13694,7,3397115,SVip
13694,8,16970265,SVip
13694,9,9815754,SVip
13694,10,9687730,SVip
13694,11,8458956,SVip
13694,12,5473267,SVip
13695,3,145328,Silver
13695,4,258249,Silver
13695,5,95440,Silver
13695,6,811176,Platinum
13695,7,410710,Gold
13695,8,701000,Platinum
13695,9,1243562,Vip
13695,10,192979,Silver
13695,11,518771,Gold
13697,11,264472,Silver
13699,7,539397,Gold
13700,1,243880,Silver
13700,3,526217,Gold
13700,4,850594,Platinum
13700,6,528140,Gold
13700,9,708744,Platinum
13700,10,534468,Gold
13700,11,538558,Gold
13703,1,173926,Silver
13704,9,2253871,Vip
13704,10,1077851,Vip
13704,11,414905,Gold
13704,12,287860,Silver
13705,7,357535,Gold
13705,12,330686,Gold
13706,2,578220,Gold
13707,1,1019800,Vip
13707,3,389804,Gold
13708,3,498756,Gold
13709,1,794116,Platinum
13709,6,1860536,Vip
13709,8,2447427,Vip
13709,10,3104902,SVip
13709,11,1895303,Vip
13709,12,923485,Platinum
13710,11,315479,Gold
13711,5,440600,Gold
13712,4,400012,Gold
13715,1,778244,Platinum
13715,3,240332,Silver
13716,3,241713,Silver
13717,2,520991,Gold
13717,4,476399,Gold
13717,6,320985,Gold
13717,8,352693,Gold
13717,10,527091,Gold
13717,11,327715,Gold
13718,2,199359,Silver
13718,4,336490,Gold
13719,4,232309,Silver
13719,5,359808,Gold
13719,10,437856,Gold
13719,11,790882,Platinum
13720,3,465317,Gold
13720,4,289993,Silver
13720,6,210546,Silver
13720,8,432367,Gold
13721,11,916196,Platinum
13722,3,2558145,Vip
13722,7,1594071,Vip
13723,5,349337,Gold
13725,2,2537973,Vip
13725,3,256728,Silver
13725,4,267094,Silver
13725,6,199446,Silver
13725,10,200775,Silver
13726,8,511604,Gold
13726,11,1375641,Vip
13727,11,582923,Gold
13728,2,277197,Silver
13728,3,319884,Gold
13728,5,266307,Silver
13728,7,246730,Silver
13728,8,283071,Silver
13728,11,383021,Gold
13730,7,1315544,Vip
13731,4,538593,Gold
13731,5,528717,Gold
13732,11,859771,Platinum
13735,4,1634642,Vip
13735,6,829495,Platinum
13735,10,1730275,Vip
13735,11,846014,Platinum
13736,3,624962,Platinum
13736,12,650727,Platinum
13737,5,593620,Gold
13739,11,379141,Gold
13740,4,613111,Platinum
13741,5,284854,Silver
13741,6,349897,Gold
13741,9,533664,Gold
13742,1,798801,Platinum
13742,2,1220453,Vip
13742,4,301914,Gold
13742,5,521655,Gold
13742,6,1758907,Vip
13742,9,249789,Silver
13742,11,581035,Gold
13743,3,247726,Silver
13743,5,369597,Gold
13743,7,482028,Gold
13743,8,495033,Gold
13743,9,268702,Silver
13743,12,482028,Gold
13744,2,1428675,Vip
13744,9,460073,Gold
13745,6,524469,Gold
13748,4,658733,Platinum
13748,9,642215,Platinum
13750,1,568869,Gold
13750,2,635153,Platinum
13750,6,528577,Gold
13750,7,568869,Gold
13750,10,577941,Gold
13751,2,517845,Gold
13752,4,485244,Gold
13752,5,781478,Platinum
13752,6,291671,Silver
13752,7,158368,Silver
13752,8,337801,Gold
13753,2,1295722,Vip
13754,1,272688,Silver
13754,7,221296,Silver
13755,10,1547784,Vip
13755,11,1862843,Vip
13755,12,274261,Silver
13756,5,697819,Platinum
13756,6,538733,Gold
13756,7,917752,Platinum
13756,8,561982,Gold
13756,9,723654,Platinum
13756,10,512146,Gold
13756,11,1883994,Vip
13756,12,1479507,Vip
13758,1,738355,Platinum
13758,4,553941,Gold
13758,5,1561610,Vip
13758,11,1466624,Vip
13759,9,979596,Platinum
13759,11,173052,Silver
13760,3,236137,Silver
13760,10,265171,Silver
13761,6,859509,Platinum
13761,10,1011987,Vip
13762,5,536146,Gold
13763,10,2997750,Vip
13764,1,873807,Platinum
13764,7,775063,Platinum
13764,9,1007075,Vip
13767,1,1172698,Vip
13767,2,1806697,Vip
13767,4,2659826,Vip
13767,5,2754550,Vip
13767,6,1201750,Vip
13767,7,799290,Platinum
13767,8,2255479,Vip
13767,9,6339996,SVip
13767,10,664781,Platinum
13767,11,4633423,SVip
13767,12,1548693,Vip
13769,1,531426,Gold
13769,3,525711,Gold
13769,4,354634,Gold
13769,5,555968,Gold
13769,8,493338,Gold
13769,9,780272,Platinum
13769,11,527843,Gold
13769,12,555724,Gold
13771,4,1523556,Vip
13771,5,1037000,Vip
13771,10,2044460,Vip
13772,4,399278,Gold
13772,9,794553,Platinum
13772,11,768525,Platinum
13774,9,603060,Platinum
13777,1,581454,Gold
13777,2,1343757,Vip
13777,3,2203161,Vip
13777,4,570547,Gold
13777,5,466191,Gold
13777,6,3227629,SVip
13777,7,473533,Gold
13777,8,570232,Gold
13777,9,1155882,Vip
13777,10,6910455,SVip
13777,11,11336758,SVip
13777,12,4399279,SVip
13778,8,312367,Gold
13780,6,203257,Silver
13780,12,426040,Gold
13781,4,223464,Silver
13782,1,335511,Gold
13782,4,296041,Silver
13782,8,215860,Silver
13782,10,444009,Gold
13782,11,297264,Silver
13784,1,304361,Gold
13784,2,271848,Silver
13784,3,169119,Silver
13784,5,604947,Platinum
13784,6,1503140,Vip
13784,8,587747,Gold
13784,9,271848,Silver
13784,10,525239,Gold
13784,11,66703,Silver
13787,9,354214,Gold
13790,12,609702,Platinum
13791,6,1637876,Vip
13791,8,1012092,Vip
13792,2,130400,Silver
13792,10,211420,Silver
13798,1,8348063,SVip
13798,2,3592070,SVip
13798,3,6036613,SVip
13798,4,5572134,SVip
13798,5,8128130,SVip
13798,6,4379194,SVip
13798,7,2159898,Vip
13798,8,3553369,SVip
13798,9,4116994,SVip
13798,10,4400100,SVip
13798,11,4156551,SVip
13798,12,3211495,SVip
13799,2,597291,Gold
13799,8,606835,Platinum
13800,2,975943,Platinum
13801,10,567750,Gold
13802,2,1695105,Vip
13802,3,3777987,SVip
13802,7,2566693,Vip
13803,3,484318,Gold
13804,2,1264905,Vip
13804,7,1103827,Vip
13804,9,1539061,Vip
13804,11,616711,Platinum
13805,8,874419,Platinum
13805,10,741781,Platinum
13806,10,448152,Gold
13808,9,1263978,Vip
13808,10,1390359,Vip
13808,12,400571,Gold
13809,2,271027,Silver
13810,10,2190244,Vip
13810,11,430025,Gold
13811,4,841662,Platinum
13811,6,582084,Gold
13812,8,487237,Gold
13812,10,454934,Gold
13813,7,673224,Platinum
13813,9,1003666,Vip
13813,10,712379,Platinum
13814,7,1079459,Vip
13814,9,1680841,Vip
13815,1,1768993,Vip
13815,6,3436113,SVip
13815,11,1834718,Vip
13816,10,649714,Platinum
13816,11,349565,Gold
13817,11,444481,Gold
13819,1,713708,Platinum
13819,2,1279623,Vip
13821,3,472222,Gold
13821,7,201876,Silver
13822,10,818728,Platinum
13822,12,286007,Silver
13823,9,1136934,Vip
13823,11,537055,Gold
13824,2,774154,Platinum
13824,4,1152456,Vip
13824,5,228638,Silver
13824,7,344111,Gold
13824,11,470386,Gold
13826,6,331246,Gold
13827,7,525728,Gold
13827,10,190601,Silver
13828,11,366188,Gold
13831,5,1198166,Vip
13831,7,624735,Platinum
13831,9,594669,Gold
13831,11,712135,Platinum
13832,11,91245,Silver
13833,7,670969,Platinum
13835,5,574130,Gold
13835,7,365139,Gold
13835,10,359336,Gold
13835,11,160221,Silver
13837,1,190619,Silver
13837,5,275379,Silver
13838,8,414066,Gold
13838,12,362325,Gold
13841,4,148580,Silver
13842,1,529644,Gold
13842,2,513842,Gold
13842,3,543750,Gold
13842,4,539660,Gold
13842,5,526392,Gold
13842,7,588726,Gold
13842,9,1116377,Vip
13842,10,1016794,Vip
13844,11,632111,Platinum
13845,10,547089,Gold
13846,4,441422,Gold
13846,11,351575,Gold
13848,2,1075020,Vip
13848,9,559360,Gold
13849,6,1037577,Vip
13849,10,1650758,Vip
13850,8,2788899,Vip
13851,2,430567,Gold
13851,8,1934966,Vip
13851,9,2269218,Vip
13853,10,1905564,Vip
13854,1,1136112,Vip
13854,2,1765147,Vip
13854,3,1620710,Vip
13854,4,1653677,Vip
13854,5,1777925,Vip
13854,7,1159448,Vip
13854,8,563415,Gold
13854,9,1094597,Vip
13854,10,553696,Gold
13854,11,1257021,Vip
13854,12,528385,Gold
13856,5,165011,Silver
13856,6,514086,Gold
13858,10,377865,Gold
13859,1,351627,Gold
13860,9,709478,Platinum
13860,10,370453,Gold
13860,11,539502,Gold
13860,12,558398,Gold
13862,1,743074,Platinum
13862,2,443554,Gold
13862,4,303208,Gold
13862,6,524749,Gold
13862,7,525903,Gold
13862,8,573221,Gold
13862,9,539083,Gold
13862,11,209165,Silver
13863,4,534503,Gold
13865,2,215528,Silver
13865,6,278316,Silver
13865,7,176233,Silver
13865,10,206648,Silver
13866,9,254631,Silver
13867,5,242709,Silver
13867,9,775744,Platinum
13867,11,738442,Platinum
13868,11,887179,Platinum
13868,12,4693380,SVip
13869,1,983057,Platinum
13869,3,1201138,Vip
13869,8,2640336,Vip
13870,2,950964,Platinum
13870,6,618739,Platinum
13870,7,820353,Platinum
13870,8,1419655,Vip
13870,10,766882,Platinum
13870,12,267007,Silver
13871,2,797175,Platinum
13871,3,1396389,Vip
13871,4,890326,Platinum
13871,5,1103844,Vip
13871,6,1075177,Vip
13871,7,1106606,Vip
13871,8,752251,Platinum
13871,9,941123,Platinum
13871,10,2198721,Vip
13871,11,931264,Platinum
13873,2,212294,Silver
13873,5,190444,Silver
13873,8,278281,Silver
13875,2,595456,Gold
13875,3,599616,Gold
13875,6,671581,Platinum
13875,7,623896,Platinum
13875,10,632758,Platinum
13876,10,214479,Silver
13877,9,204935,Silver
13878,10,2222704,Vip
13880,2,367429,Gold
13880,3,349774,Gold
13880,4,509769,Gold
13880,5,396621,Gold
13880,6,547019,Gold
13880,7,596400,Gold
13880,9,1433814,Vip
13880,10,563030,Gold
13880,11,693344,Platinum
13881,2,1792294,Vip
13881,3,1177977,Vip
13881,4,541670,Gold
13881,5,2727474,Vip
13881,6,2882224,Vip
13881,7,984246,Platinum
13881,8,2076169,Vip
13881,9,4815809,SVip
13881,10,4698903,SVip
13881,11,7303248,SVip
13881,12,994821,Platinum
13882,10,1194425,Vip
13882,11,550165,Gold
13882,12,337503,Gold
13883,3,1713756,Vip
13883,5,1332622,Vip
13883,11,1628611,Vip
13884,3,343045,Gold
13884,9,601749,Platinum
13884,12,431930,Gold
